TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020      113702.00000       11.64134
TAB:  Pakistan Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
AAA2     1 Pakistan Confirmed cc1=  .994858 cc2=  .840555 lx=  9.31634 if=  42 il=  83 4/14/2020  n=  41 now=  113702 end=      11062      5837     10501 U=    16.47 T=   75.6 p1= -90.3 p2=  1027.9 ed=   114 5/15/2020   x1=  42. x2=  83. y1=  2.04 y2=  -.45 BEST
GP: Confirmed Pakistan 4/14/2020        83  113702    11062    5837    10501    19   114 5/15/2020 
AAA1     1 Pakistan Confirmed cc1=  .995405 cc2=  .839231 lx=  9.28134 if=  43 il=  83 4/14/2020  n=  40 now=  113702 end=      10735      5837     10501 U=    15.79 T=   75.2 p1= -90.6 p2=  1059.2 ed=   112 5/13/2020   x1=  43. x2=  83. y1=  2.04 y2=  -.50 BEST
AAA2     1 Pakistan Confirmed cc1=  .995405 cc2=  .839231 lx=  9.27634 if=  43 il=  83 4/14/2020  n=  40 now=  113702 end=      10735      5837     10501 U=    15.79 T=   75.2 p1= -90.6 p2=  1059.2 ed=   112 5/13/2020   x1=  43. x2=  83. y1=  2.04 y2=  -.50 BEST
GP: Confirmed Pakistan 4/14/2020        83  113702    10735    5837    10501    19   112 5/13/2020 
AAA1     1 Pakistan Confirmed cc1=  .995679 cc2=  .837565 lx=  9.24134 if=  44 il=  83 4/14/2020  n=  39 now=  113702 end=      10314      5837     10501 U=    15.17 T=   74.5 p1= -90.9 p2=  1102.4 ed=   110 5/11/2020   x1=  44. x2=  83. y1=  2.01 y2=  -.56 BEST
AAA2     1 Pakistan Confirmed cc1=  .995679 cc2=  .837565 lx=  9.24434 if=  44 il=  83 4/14/2020  n=  39 now=  113702 end=      10314      5837     10501 U=    15.17 T=   74.5 p1= -90.9 p2=  1102.4 ed=   110 5/11/2020   x1=  44. x2=  83. y1=  2.01 y2=  -.56 BEST
GP: Confirmed Pakistan 4/14/2020        83  113702    10314    5837    10501    19   110 5/11/2020 
AAA1     1 Pakistan Confirmed cc1=  .995835 cc2=  .835707 lx=  9.22134 if=  45 il=  83 4/14/2020  n=  38 now=  113702 end=      10110      5837     10501 U=    14.59 T=   74.3 p1= -91.1 p2=  1124.6 ed=   108 5/9/2020    x1=  45. x2=  83. y1=  2.01 y2=  -.60 BEST
AAA2     1 Pakistan Confirmed cc1=  .995836 cc2=  .835707 lx=  9.21634 if=  45 il=  83 4/14/2020  n=  38 now=  113702 end=      10110      5837     10501 U=    14.59 T=   74.3 p1= -91.1 p2=  1124.6 ed=   108 5/9/2020    x1=  45. x2=  83. y1=  2.01 y2=  -.60 BEST
GP: Confirmed Pakistan 4/14/2020        83  113702    10110    5837    10501    19   108 5/9/2020  
AAA1     1 Pakistan Confirmed cc1=  .995727 cc2=  .833505 lx=  9.20134 if=  46 il=  83 4/14/2020  n=  37 now=  113702 end=       9910      5837     10501 U=    14.02 T=   74.1 p1= -91.3 p2=  1147.3 ed=   107 5/8/2020    x1=  46. x2=  83. y1=  2.00 y2=  -.64 BEST
AAA2     1 Pakistan Confirmed cc1=  .995727 cc2=  .833505 lx=  9.19734 if=  46 il=  83 4/14/2020  n=  37 now=  113702 end=       9910      5837     10501 U=    14.02 T=   74.1 p1= -91.3 p2=  1147.3 ed=   107 5/8/2020    x1=  46. x2=  83. y1=  2.00 y2=  -.64 BEST
GP: Confirmed Pakistan 4/14/2020        83  113702     9910    5837    10501    19   107 5/8/2020  
AAA1     1 Pakistan Confirmed cc1=  .995411 cc2=  .831012 lx=  9.19134 if=  47 il=  83 4/14/2020  n=  36 now=  113702 end=       9811      5837     10501 U=    13.55 T=   74.1 p1= -91.4 p2=  1158.9 ed=   106 5/7/2020    x1=  47. x2=  83. y1=  2.00 y2=  -.66 BEST
AAA2     1 Pakistan Confirmed cc1=  .995412 cc2=  .831012 lx=  9.18834 if=  47 il=  83 4/14/2020  n=  36 now=  113702 end=       9811      5837     10501 U=    13.55 T=   74.1 p1= -91.4 p2=  1158.9 ed=   106 5/7/2020    x1=  47. x2=  83. y1=  2.00 y2=  -.66 BEST
GP: Confirmed Pakistan 4/14/2020        83  113702     9811    5837    10501    19   106 5/7/2020  
AAA1     1 Pakistan Confirmed cc1=  .995037 cc2=  .828371 lx=  9.19134 if=  48 il=  83 4/14/2020  n=  35 now=  113702 end=       9811      5837     10501 U=    13.92 T=   73.9 p1= -91.4 p2=  1158.9 ed=   106 5/7/2020    x1=  48. x2=  83. y1=  1.86 y2=  -.66 BEST
AAA2     1 Pakistan Confirmed cc1=  .995038 cc2=  .828371 lx=  9.19534 if=  48 il=  83 4/14/2020  n=  35 now=  113702 end=       9811      5837     10501 U=    13.92 T=   73.9 p1= -91.4 p2=  1158.9 ed=   106 5/7/2020    x1=  48. x2=  83. y1=  1.86 y2=  -.66 BEST
GP: Confirmed Pakistan 4/14/2020        83  113702     9811    5837    10501    19   106 5/7/2020  
AAA1     1 Pakistan Confirmed cc1=  .994650 cc2=  .825620 lx=  9.18134 if=  49 il=  83 4/14/2020  n=  34 now=  113702 end=       9714      5837     10501 U=    13.57 T=   73.8 p1= -91.5 p2=  1170.5 ed=   105 5/6/2020    x1=  49. x2=  83. y1=  1.83 y2=  -.67 BEST
AAA2     1 Pakistan Confirmed cc1=  .994651 cc2=  .825620 lx=  9.18534 if=  49 il=  83 4/14/2020  n=  34 now=  113702 end=       9714      5837     10501 U=    13.57 T=   73.8 p1= -91.5 p2=  1170.5 ed=   105 5/6/2020    x1=  49. x2=  83. y1=  1.83 y2=  -.67 BEST
GP: Confirmed Pakistan 4/14/2020        83  113702     9714    5837    10501    19   105 5/6/2020  
AAA1     1 Pakistan Confirmed cc1=  .994163 cc2=  .822665 lx=  9.18134 if=  50 il=  83 4/14/2020  n=  33 now=  113702 end=       9714      5837     10501 U=    13.22 T=   74.1 p1= -91.5 p2=  1170.5 ed=   105 5/6/2020    x1=  50. x2=  83. y1=  1.82 y2=  -.67 BEST
AAA2     1 Pakistan Confirmed cc1=  .994163 cc2=  .822665 lx=  9.18434 if=  50 il=  83 4/14/2020  n=  33 now=  113702 end=       9714      5837     10501 U=    13.22 T=   74.1 p1= -91.5 p2=  1170.5 ed=   105 5/6/2020    x1=  50. x2=  83. y1=  1.82 y2=  -.67 BEST
GP: Confirmed Pakistan 4/14/2020        83  113702     9714    5837    10501    19   105 5/6/2020  
AAA1     1 Pakistan Confirmed cc1=  .993762 cc2=  .819684 lx=  9.20134 if=  51 il=  83 4/14/2020  n=  32 now=  113702 end=       9910      5837     10501 U=    13.30 T=   74.5 p1= -91.3 p2=  1147.3 ed=   105 5/6/2020    x1=  51. x2=  83. y1=  1.77 y2=  -.64 BEST
AAA2     1 Pakistan Confirmed cc1=  .993762 cc2=  .819684 lx=  9.20534 if=  51 il=  83 4/14/2020  n=  32 now=  113702 end=       9910      5837     10501 U=    13.30 T=   74.5 p1= -91.3 p2=  1147.3 ed=   105 5/6/2020    x1=  51. x2=  83. y1=  1.77 y2=  -.64 BEST
GP: Confirmed Pakistan 4/14/2020        83  113702     9910    5837    10501    19   105 5/6/2020  
AAA1     1 Pakistan Confirmed cc1=  .993529 cc2=  .816753 lx=  9.24134 if=  52 il=  83 4/14/2020  n=  31 now=  113702 end=      10314      5837     10501 U=    13.35 T=   75.5 p1= -90.9 p2=  1102.4 ed=   106 5/7/2020    x1=  52. x2=  83. y1=  1.76 y2=  -.56 BEST
AAA2     1 Pakistan Confirmed cc1=  .993530 cc2=  .816753 lx=  9.24434 if=  52 il=  83 4/14/2020  n=  31 now=  113702 end=      10314      5837     10501 U=    13.35 T=   75.5 p1= -90.9 p2=  1102.4 ed=   106 5/7/2020    x1=  52. x2=  83. y1=  1.76 y2=  -.56 BEST
GP: Confirmed Pakistan 4/14/2020        83  113702    10314    5837    10501    19   106 5/7/2020  
AAA1     1 Pakistan Confirmed cc1=  .994452 cc2=  .814846 lx=  9.36134 if=  53 il=  83 4/14/2020  n=  30 now=  113702 end=      11629      5837     10501 U=    14.59 T=   77.6 p1= -89.8 p2=   977.7 ed=   111 5/12/2020   x1=  53. x2=  83. y1=  1.68 y2=  -.37 BEST
AAA2     1 Pakistan Confirmed cc1=  .994452 cc2=  .814846 lx=  9.36234 if=  53 il=  83 4/14/2020  n=  30 now=  113702 end=      11629      5837     10501 U=    14.59 T=   77.6 p1= -89.8 p2=   977.7 ed=   111 5/12/2020   x1=  53. x2=  83. y1=  1.68 y2=  -.37 BEST
GP: Confirmed Pakistan 4/14/2020        83  113702    11629    5837    10501    19   111 5/12/2020 
AAA2     1 Pakistan Confirmed cc1=  .996484 cc2=  .813910 lx=  9.61134 if=  54 il=  83 4/14/2020  n=  29 now=  113702 end=      14933      5837     10501 U=    18.01 T=   81.9 p1= -86.9 p2=   761.4 ed=   124 5/25/2020   x1=  54. x2=  83. y1=  1.55 y2=  -.06     
GP: Confirmed Pakistan 4/14/2020        83  113702    14933    5837    10501    19   124 5/25/2020 
AAA2     1 Pakistan Confirmed cc1=  .997243 cc2=  .811548 lx=  9.84134 if=  55 il=  83 4/14/2020  n=  28 now=  113702 end=      18794      5837     10501 U=    21.21 T=   86.3 p1= -83.5 p2=   605.0 ed=   136 6/6/2020    x1=  55. x2=  83. y1=  1.48 y2=   .16     
GP: Confirmed Pakistan 4/14/2020        83  113702    18794    5837    10501    19   136 6/6/2020  
AAA2     1 Pakistan Confirmed cc1=  .997362 cc2=  .808380 lx= 10.02134 if=  56 il=  83 4/14/2020  n=  27 now=  113702 end=      22501      5837     10501 U=    23.20 T=   90.0 p1= -80.2 p2=   505.3 ed=   144 6/14/2020   x1=  56. x2=  83. y1=  1.46 y2=   .30     
GP: Confirmed Pakistan 4/14/2020        83  113702    22501    5837    10501    19   144 6/14/2020 
AAA2     1 Pakistan Confirmed cc1=  .997773 cc2=  .805323 lx= 10.39134 if=  57 il=  83 4/14/2020  n=  26 now=  113702 end=      32576      5837     10501 U=    28.56 T=   98.5 p1= -71.3 p2=   349.0 ed=   165 7/5/2020    x1=  57. x2=  83. y1=  1.45 y2=   .54     
GP: Confirmed Pakistan 4/14/2020        83  113702    32576    5837    10501    19   165 7/5/2020  
AAA2     1 Pakistan Confirmed cc1=  .997547 cc2=  .801431 lx= 10.50134 if=  58 il=  83 4/14/2020  n=  25 now=  113702 end=      36364      5837     10501 U=    29.37 T=  100.7 p1= -68.0 p2=   312.7 ed=   170 7/10/2020   x1=  58. x2=  83. y1=  1.46 y2=   .60     
GP: Confirmed Pakistan 4/14/2020        83  113702    36364    5837    10501    19   170 7/10/2020 
AAA2     1 Pakistan Confirmed cc1=  .997597 cc2=  .797597 lx= 11.00134 if=  59 il=  83 4/14/2020  n=  24 now=  113702 end=      59954      5837     10501 U=    37.62 T=  114.8 p1= -47.3 p2=   189.6 ed=   203 8/12/2020   x1=  59. x2=  83. y1=  1.48 y2=   .85     
GP: Confirmed Pakistan 4/14/2020        83  113702    59954    5837    10501    19   203 8/12/2020 
AAA2     1 Pakistan Confirmed cc1=  .997544 cc2=  .793420 lx= 10.64134 if=  60 il=  83 4/14/2020  n=  23 now=  113702 end=      41828      5837     10501 U=    32.61 T=  105.1 p1= -63.2 p2=   271.8 ed=   182 7/22/2020   x1=  60. x2=  83. y1=  1.38 y2=   .68     
GP: Confirmed Pakistan 4/14/2020        83  113702    41828    5837    10501    19   182 7/22/2020 
AAA2     1 Pakistan Confirmed cc1=  .997316 cc2=  .788802 lx= 10.43134 if=  61 il=  83 4/14/2020  n=  22 now=  113702 end=      33905      5837     10501 U=    30.07 T=  100.0 p1= -70.2 p2=   335.4 ed=   170 7/10/2020   x1=  61. x2=  83. y1=  1.30 y2=   .56     
GP: Confirmed Pakistan 4/14/2020        83  113702    33905    5837    10501    19   170 7/10/2020 
AAA2     1 Pakistan Confirmed cc1=  .997128 cc2=  .783928 lx= 10.19134 if=  62 il=  83 4/14/2020  n=  21 now=  113702 end=      26671      5837     10501 U=    26.95 T=   94.3 p1= -76.5 p2=   426.3 ed=   157 6/27/2020   x1=  62. x2=  83. y1=  1.20 y2=   .42     
GP: Confirmed Pakistan 4/14/2020        83  113702    26671    5837    10501    19   157 6/27/2020 
AAA2     1 Pakistan Confirmed cc1=  .996950 cc2=  .778732 lx=  9.96134 if=  63 il=  83 4/14/2020  n=  20 now=  113702 end=      21191      5837     10501 U=    23.75 T=   89.0 p1= -81.4 p2=   536.6 ed=   145 6/15/2020   x1=  63. x2=  83. y1=  1.10 y2=   .25     
GP: Confirmed Pakistan 4/14/2020        83  113702    21191    5837    10501    19   145 6/15/2020 
AAA2     1 Pakistan Confirmed cc1=  .996677 cc2=  .773071 lx=  9.78134 if=  64 il=  83 4/14/2020  n=  19 now=  113702 end=      17700      5837     10501 U=    21.45 T=   85.2 p1= -84.4 p2=   642.4 ed=   135 6/5/2020    x1=  64. x2=  83. y1=   .99 y2=   .10     
GP: Confirmed Pakistan 4/14/2020        83  113702    17700    5837    10501    19   135 6/5/2020  
AAA2     1 Pakistan Confirmed cc1=  .996535 cc2=  .767119 lx=  9.58134 if=  65 il=  83 4/14/2020  n=  18 now=  113702 end=      14491      5837     10501 U=    18.90 T=   81.2 p1= -87.3 p2=   784.6 ed=   125 5/26/2020   x1=  65. x2=  83. y1=   .86 y2=  -.10     
GP: Confirmed Pakistan 4/14/2020        83  113702    14491    5837    10501    19   125 5/26/2020 
AAA1     1 Pakistan Confirmed cc1=  .996922 cc2=  .761220 lx=  9.38134 if=  66 il=  83 4/14/2020  n=  17 now=  113702 end=      11864      5837     10501 U=    15.86 T=   77.6 p1= -89.6 p2=   958.4 ed=   114 5/15/2020   x1=  66. x2=  83. y1=   .73 y2=  -.34 BEST
AAA2     1 Pakistan Confirmed cc1=  .996922 cc2=  .761220 lx=  9.38534 if=  66 il=  83 4/14/2020  n=  17 now=  113702 end=      11864      5837     10501 U=    15.86 T=   77.6 p1= -89.6 p2=   958.4 ed=   114 5/15/2020   x1=  66. x2=  83. y1=   .73 y2=  -.34 BEST
GP: Confirmed Pakistan 4/14/2020        83  113702    11864    5837    10501    19   114 5/15/2020 
AAA1     1 Pakistan Confirmed cc1=  .997408 cc2=  .754872 lx=  9.24134 if=  67 il=  83 4/14/2020  n=  16 now=  113702 end=      10314      5837     10501 U=    13.48 T=   75.4 p1= -90.9 p2=  1102.4 ed=   107 5/8/2020    x1=  67. x2=  83. y1=   .62 y2=  -.56 BEST
AAA2     1 Pakistan Confirmed cc1=  .997408 cc2=  .754872 lx=  9.24534 if=  67 il=  83 4/14/2020  n=  16 now=  113702 end=      10314      5837     10501 U=    13.48 T=   75.4 p1= -90.9 p2=  1102.4 ed=   107 5/8/2020    x1=  67. x2=  83. y1=   .62 y2=  -.56 BEST
GP: Confirmed Pakistan 4/14/2020        83  113702    10314    5837    10501    19   107 5/8/2020  
AAA1     1 Pakistan Confirmed cc1=  .997574 cc2=  .747574 lx=  9.16134 if=  68 il=  83 4/14/2020  n=  15 now=  113702 end=       9521      5837     10501 U=    11.97 T=   74.4 p1= -91.6 p2=  1194.2 ed=   102 5/3/2020    x1=  68. x2=  83. y1=   .54 y2=  -.71 BEST
AAA2     1 Pakistan Confirmed cc1=  .997574 cc2=  .747574 lx=  9.15734 if=  68 il=  83 4/14/2020  n=  15 now=  113702 end=       9521      5837     10501 U=    11.97 T=   74.4 p1= -91.6 p2=  1194.2 ed=   102 5/3/2020    x1=  68. x2=  83. y1=   .54 y2=  -.71 BEST
GP: Confirmed Pakistan 4/14/2020        83  113702     9521    5837    10501    19   102 5/3/2020  
AAA1     1 Pakistan Confirmed cc1=  .997329 cc2=  .739130 lx=  9.11134 if=  69 il=  83 4/14/2020  n=  14 now=  113702 end=       9057      5837     10501 U=    11.15 T=   73.8 p1= -92.0 p2=  1255.4 ed=   100 5/1/2020    x1=  69. x2=  83. y1=   .43 y2=  -.82 BEST
AAA2     1 Pakistan Confirmed cc1=  .997329 cc2=  .739130 lx=  9.10834 if=  69 il=  83 4/14/2020  n=  14 now=  113702 end=       9057      5837     10501 U=    11.15 T=   73.8 p1= -92.0 p2=  1255.4 ed=   100 5/1/2020    x1=  69. x2=  83. y1=   .43 y2=  -.82 BEST
GP: Confirmed Pakistan 4/14/2020        83  113702     9057    5837    10501    19   100 5/1/2020  
AAA1     1 Pakistan Confirmed cc1=  .996413 cc2=  .719063 lx=  9.04134 if=  71 il=  83 4/14/2020  n=  12 now=  113702 end=       8445      5837     10501 U=     9.85 T=   73.2 p1= -92.6 p2=  1346.4 ed=    96 4/27/2020   x1=  71. x2=  83. y1=   .22 y2= -1.00 BEST
AAA2     1 Pakistan Confirmed cc1=  .996413 cc2=  .719063 lx=  9.04034 if=  71 il=  83 4/14/2020  n=  12 now=  113702 end=       8445      5837     10501 U=     9.85 T=   73.2 p1= -92.6 p2=  1346.4 ed=    96 4/27/2020   x1=  71. x2=  83. y1=   .22 y2= -1.00 BEST
GP: Confirmed Pakistan 4/14/2020        83  113702     8445    5837    10501    19    96 4/27/2020 
AAA2     1 Pakistan Confirmed cc1=  .995722 cc2=  .707047 lx=  9.01134 if=  72 il=  83 4/14/2020  n=  11 now=  113702 end=       8195      5837     10501 U=     9.24 T=   73.0 p1= -92.8 p2=  1387.5 ed=    94 4/25/2020   x1=  72. x2=  83. y1=   .11 y2= -1.08     
GP: Confirmed Pakistan 4/14/2020        83  113702     8195    5837    10501    19    94 4/25/2020 
AAA2     1 Pakistan Confirmed cc1=  .994734 cc2=  .693223 lx=  8.98134 if=  73 il=  83 4/14/2020  n=  10 now=  113702 end=       7953      5837     10501 U=     8.26 T=   73.3 p1= -93.0 p2=  1429.7 ed=    92 4/23/2020   x1=  73. x2=  83. y1=   .04 y2= -1.17     
GP: Confirmed Pakistan 4/14/2020        83  113702     7953    5837    10501    19    92 4/23/2020 
AAA2     1 Pakistan Confirmed cc1=  .999282 cc2=  .665948 lx= 11.41134 if=  75 il=  83 4/14/2020  n=   8 now=  113702 end=      90340      5837     10501 U=    53.91 T=  137.3 p1= -20.5 p2=   125.9 ed=   264 10/12/2020  x1=  75. x2=  83. y1=  1.16 y2=  1.01     
GP: Confirmed Pakistan 4/14/2020        83  113702    90340    5837    10501    19   264 10/12/2020
AAA2     1 Pakistan Confirmed cc1=  .999345 cc2=  .645792 lx= 13.64134 if=  76 il=  83 4/14/2020  n=   7 now=  113702 end=     840150      5837     10501 U=    97.67 T=  239.6 p1= 638.9 p2=    13.5 ed=   470 5/6/2021    x1=  76. x2=  83. y1=  1.67 y2=  1.60     
GP: Confirmed Pakistan 4/14/2020        83  113702    -        5837    10501    19   470 5/6/2021  
AAA2     1 Pakistan Confirmed cc1=  .999031 cc2=  .621067 lx= 13.64134 if=  77 il=  83 4/14/2020  n=   6 now=  113702 end=     840150      5837     10501 U=    97.85 T=  239.9 p1= 638.9 p2=    13.5 ed=   470 5/6/2021    x1=  77. x2=  83. y1=  1.66 y2=  1.60     
GP: Confirmed Pakistan 4/14/2020        83  113702    -        5837    10501    19   470 5/6/2021  
AAA2     1 Pakistan Confirmed cc1=  .998609 cc2=  .590361 lx= 13.64134 if=  78 il=  83 4/14/2020  n=   5 now=  113702 end=     840150      5837     10501 U=    97.10 T=  238.7 p1= 638.9 p2=    13.5 ed=   467 5/3/2021    x1=  78. x2=  83. y1=  1.65 y2=  1.60     
GP: Confirmed Pakistan 4/14/2020        83  113702    -        5837    10501    19   467 5/3/2021  
AAA2     1 Pakistan Confirmed cc1=  .989364 cc2=  .847942 lx=  9.79134 if=  35 il=  84 4/15/2020  n=  49 now=  113702 end=      17878      6383     10501 U=    22.49 T=   84.7 p1= -84.3 p2=   636.0 ed=   137 6/7/2020    x1=  35. x2=  84. y1=  2.21 y2=   .03     
GP: Confirmed Pakistan 4/15/2020        84  113702    17878    6383    10501    17   137 6/7/2020  
AAA2     1 Pakistan Confirmed cc1=  .990279 cc2=  .847422 lx=  9.71134 if=  36 il=  84 4/15/2020  n=  48 now=  113702 end=      16503      6383     10501 U=    21.33 T=   82.9 p1= -85.5 p2=   689.0 ed=   133 6/3/2020    x1=  36. x2=  84. y1=  2.20 y2=  -.05     
GP: Confirmed Pakistan 4/15/2020        84  113702    16503    6383    10501    17   133 6/3/2020  
AAA2     1 Pakistan Confirmed cc1=  .991012 cc2=  .846674 lx=  9.63134 if=  37 il=  84 4/15/2020  n=  47 now=  113702 end=      15234      6383     10501 U=    20.17 T=   81.2 p1= -86.6 p2=   746.4 ed=   128 5/29/2020   x1=  37. x2=  84. y1=  2.19 y2=  -.14     
GP: Confirmed Pakistan 4/15/2020        84  113702    15234    6383    10501    17   128 5/29/2020 
AAA2     1 Pakistan Confirmed cc1=  .991543 cc2=  .845678 lx=  9.57134 if=  38 il=  84 4/15/2020  n=  46 now=  113702 end=      14347      6383     10501 U=    19.89 T=   79.8 p1= -87.4 p2=   792.5 ed=   126 5/27/2020   x1=  38. x2=  84. y1=  2.10 y2=  -.21     
GP: Confirmed Pakistan 4/15/2020        84  113702    14347    6383    10501    17   126 5/27/2020 
AAA2     1 Pakistan Confirmed cc1=  .992689 cc2=  .845247 lx=  9.51134 if=  39 il=  84 4/15/2020  n=  45 now=  113702 end=      13512      6383     10501 U=    18.89 T=   78.6 p1= -88.1 p2=   841.5 ed=   123 5/24/2020   x1=  39. x2=  84. y1=  2.09 y2=  -.29     
GP: Confirmed Pakistan 4/15/2020        84  113702    13512    6383    10501    17   123 5/24/2020 
AAA2     1 Pakistan Confirmed cc1=  .993625 cc2=  .844554 lx=  9.46134 if=  40 il=  84 4/15/2020  n=  44 now=  113702 end=      12853      6383     10501 U=    17.99 T=   77.6 p1= -88.7 p2=   884.6 ed=   120 5/21/2020   x1=  40. x2=  84. y1=  2.09 y2=  -.36     
GP: Confirmed Pakistan 4/15/2020        84  113702    12853    6383    10501    17   120 5/21/2020 
AAA1     1 Pakistan Confirmed cc1=  .994333 cc2=  .843577 lx=  9.41134 if=  41 il=  84 4/15/2020  n=  43 now=  113702 end=      12226      6383     10501 U=    17.30 T=   76.5 p1= -89.2 p2=   930.0 ed=   117 5/18/2020   x1=  41. x2=  84. y1=  2.05 y2=  -.43 BEST
AAA2     1 Pakistan Confirmed cc1=  .994333 cc2=  .843577 lx=  9.41134 if=  41 il=  84 4/15/2020  n=  43 now=  113702 end=      12226      6383     10501 U=    17.30 T=   76.5 p1= -89.2 p2=   930.0 ed=   117 5/18/2020   x1=  41. x2=  84. y1=  2.05 y2=  -.43 BEST
GP: Confirmed Pakistan 4/15/2020        84  113702    12226    6383    10501    17   117 5/18/2020 
AAA1     1 Pakistan Confirmed cc1=  .995056 cc2=  .842557 lx=  9.37134 if=  42 il=  84 4/15/2020  n=  42 now=  113702 end=      11746      6383     10501 U=    16.51 T=   75.8 p1= -89.7 p2=   968.0 ed=   114 5/15/2020   x1=  42. x2=  84. y1=  2.05 y2=  -.49 BEST
AAA2     1 Pakistan Confirmed cc1=  .995056 cc2=  .842557 lx=  9.37034 if=  42 il=  84 4/15/2020  n=  42 now=  113702 end=      11746      6383     10501 U=    16.51 T=   75.8 p1= -89.7 p2=   968.0 ed=   114 5/15/2020   x1=  42. x2=  84. y1=  2.05 y2=  -.49 BEST
GP: Confirmed Pakistan 4/15/2020        84  113702    11746    6383    10501    17   114 5/15/2020 
AAA1     1 Pakistan Confirmed cc1=  .995525 cc2=  .841222 lx=  9.33134 if=  43 il=  84 4/15/2020  n=  41 now=  113702 end=      11286      6383     10501 U=    15.73 T=   75.2 p1= -90.1 p2=  1007.5 ed=   112 5/13/2020   x1=  43. x2=  84. y1=  2.04 y2=  -.56 BEST
AAA2     1 Pakistan Confirmed cc1=  .995525 cc2=  .841222 lx=  9.33534 if=  43 il=  84 4/15/2020  n=  41 now=  113702 end=      11286      6383     10501 U=    15.73 T=   75.2 p1= -90.1 p2=  1007.5 ed=   112 5/13/2020   x1=  43. x2=  84. y1=  2.04 y2=  -.56 BEST
GP: Confirmed Pakistan 4/15/2020        84  113702    11286    6383    10501    17   112 5/13/2020 
AAA1     1 Pakistan Confirmed cc1=  .995734 cc2=  .839560 lx=  9.31134 if=  44 il=  84 4/15/2020  n=  40 now=  113702 end=      11062      6383     10501 U=    15.29 T=   74.9 p1= -90.3 p2=  1027.9 ed=   110 5/11/2020   x1=  44. x2=  84. y1=  2.02 y2=  -.60 BEST
AAA2     1 Pakistan Confirmed cc1=  .995735 cc2=  .839560 lx=  9.30634 if=  44 il=  84 4/15/2020  n=  40 now=  113702 end=      11062      6383     10501 U=    15.29 T=   74.9 p1= -90.3 p2=  1027.9 ed=   110 5/11/2020   x1=  44. x2=  84. y1=  2.02 y2=  -.60 BEST
GP: Confirmed Pakistan 4/15/2020        84  113702    11062    6383    10501    17   110 5/11/2020 
AAA1     1 Pakistan Confirmed cc1=  .995830 cc2=  .837716 lx=  9.28134 if=  45 il=  84 4/15/2020  n=  39 now=  113702 end=      10735      6383     10501 U=    14.62 T=   74.4 p1= -90.6 p2=  1059.2 ed=   108 5/9/2020    x1=  45. x2=  84. y1=  2.01 y2=  -.65 BEST
AAA2     1 Pakistan Confirmed cc1=  .995830 cc2=  .837716 lx=  9.28234 if=  45 il=  84 4/15/2020  n=  39 now=  113702 end=      10735      6383     10501 U=    14.62 T=   74.4 p1= -90.6 p2=  1059.2 ed=   108 5/9/2020    x1=  45. x2=  84. y1=  2.01 y2=  -.65 BEST
GP: Confirmed Pakistan 4/15/2020        84  113702    10735    6383    10501    17   108 5/9/2020  
AAA1     1 Pakistan Confirmed cc1=  .995680 cc2=  .835552 lx=  9.26134 if=  46 il=  84 4/15/2020  n=  38 now=  113702 end=      10523      6383     10501 U=    14.05 T=   74.3 p1= -90.7 p2=  1080.5 ed=   107 5/8/2020    x1=  46. x2=  84. y1=  2.01 y2=  -.69 BEST
AAA2     1 Pakistan Confirmed cc1=  .995681 cc2=  .835552 lx=  9.26534 if=  46 il=  84 4/15/2020  n=  38 now=  113702 end=      10523      6383     10501 U=    14.05 T=   74.3 p1= -90.7 p2=  1080.5 ed=   107 5/8/2020    x1=  46. x2=  84. y1=  2.01 y2=  -.69 BEST
GP: Confirmed Pakistan 4/15/2020        84  113702    10523    6383    10501    17   107 5/8/2020  
AAA1     1 Pakistan Confirmed cc1=  .995353 cc2=  .833131 lx=  9.26134 if=  47 il=  84 4/15/2020  n=  37 now=  113702 end=      10523      6383     10501 U=    13.68 T=   74.5 p1= -90.7 p2=  1080.5 ed=   106 5/7/2020    x1=  47. x2=  84. y1=  2.01 y2=  -.69 BEST
AAA2     1 Pakistan Confirmed cc1=  .995353 cc2=  .833131 lx=  9.25934 if=  47 il=  84 4/15/2020  n=  37 now=  113702 end=      10523      6383     10501 U=    13.68 T=   74.5 p1= -90.7 p2=  1080.5 ed=   106 5/7/2020    x1=  47. x2=  84. y1=  2.01 y2=  -.69 BEST
GP: Confirmed Pakistan 4/15/2020        84  113702    10523    6383    10501    17   106 5/7/2020  
AAA1     1 Pakistan Confirmed cc1=  .995001 cc2=  .830602 lx=  9.27134 if=  48 il=  84 4/15/2020  n=  36 now=  113702 end=      10628      6383     10501 U=    14.15 T=   74.5 p1= -90.7 p2=  1069.8 ed=   107 5/8/2020    x1=  48. x2=  84. y1=  1.87 y2=  -.67 BEST
AAA2     1 Pakistan Confirmed cc1=  .995001 cc2=  .830602 lx=  9.26834 if=  48 il=  84 4/15/2020  n=  36 now=  113702 end=      10628      6383     10501 U=    14.15 T=   74.5 p1= -90.7 p2=  1069.8 ed=   107 5/8/2020    x1=  48. x2=  84. y1=  1.87 y2=  -.67 BEST
