TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020       25215.00000       10.13519
TAB:  Ireland Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
AAA2     1 Ireland Confirmed cc1=  .994841 cc2=  .641287 lx= 12.13519 if=  88 il=  95 4/26/2020  n=   7 now=   25215 end=     186315     19262     42386 U=    71.48 T=  153.6 p1= 638.9 p2=    13.5 ed=   322 12/9/2020   x1=  88. x2=  95. y1=   .92 y2=   .82     
GP: Confirmed Ireland 4/26/2020        95   25215    -       19262    42386     9   322 12/9/2020 
AAA2     1 Ireland Confirmed cc1=  .995191 cc2=  .617226 lx= 10.31519 if=  89 il=  95 4/26/2020  n=   6 now=   25215 end=      30187     19262     42386 U=    15.80 T=   82.4 p1=  19.7 p2=    83.5 ed=   119 5/20/2020   x1=  89. x2=  95. y1=  -.42 y2=  -.80     
GP: Confirmed Ireland 4/26/2020        95   25215    30187   19262    42386     9   119 5/20/2020 
AAA2     1 Ireland Confirmed cc1=  .996058 cc2=  .587810 lx= 10.05519 if=  90 il=  95 4/26/2020  n=   5 now=   25215 end=      23276     19262     42386 U=     7.39 T=   82.7 p1=  -7.7 p2=   108.3 ed=   100 5/1/2020    x1=  90. x2=  95. y1=  -.99 y2= -1.66     
GP: Confirmed Ireland 4/26/2020        95   25215    23276   19262    42386     9   100 5/1/2020  
AAA2     1 Ireland Confirmed cc1=  .998681 cc2=  .868492 lx= 10.63519 if=  38 il=  96 4/27/2020  n=  58 now=   25215 end=      41572     19648     40523 U=    21.87 T=   89.7 p1=  64.9 p2=    60.7 ed=   141 6/11/2020   x1=  38. x2=  96. y1=  2.36 y2=  -.29     
GP: Confirmed Ireland 4/27/2020        96   25215    41572   19648    40523     8   141 6/11/2020 
AAA1     1 Ireland Confirmed cc1=  .998655 cc2=  .867348 lx= 10.61519 if=  39 il=  96 4/27/2020  n=  57 now=   25215 end=      40749     19648     40523 U=    21.29 T=   89.3 p1=  61.6 p2=    61.9 ed=   139 6/9/2020    x1=  39. x2=  96. y1=  2.36 y2=  -.32 BEST
AAA2     1 Ireland Confirmed cc1=  .998655 cc2=  .867348 lx= 10.62019 if=  39 il=  96 4/27/2020  n=  57 now=   25215 end=      40749     19648     40523 U=    21.29 T=   89.3 p1=  61.6 p2=    61.9 ed=   139 6/9/2020    x1=  39. x2=  96. y1=  2.36 y2=  -.32 BEST
GP: Confirmed Ireland 4/27/2020        96   25215    40749   19648    40523     8   139 6/9/2020  
AAA1     1 Ireland Confirmed cc1=  .998585 cc2=  .866132 lx= 10.61519 if=  40 il=  96 4/27/2020  n=  56 now=   25215 end=      40749     19648     40523 U=    20.91 T=   89.4 p1=  61.6 p2=    61.9 ed=   138 6/8/2020    x1=  40. x2=  96. y1=  2.36 y2=  -.32 BEST
AAA2     1 Ireland Confirmed cc1=  .998585 cc2=  .866132 lx= 10.61719 if=  40 il=  96 4/27/2020  n=  56 now=   25215 end=      40749     19648     40523 U=    20.91 T=   89.4 p1=  61.6 p2=    61.9 ed=   138 6/8/2020    x1=  40. x2=  96. y1=  2.36 y2=  -.32 BEST
GP: Confirmed Ireland 4/27/2020        96   25215    40749   19648    40523     8   138 6/8/2020  
AAA2     1 Ireland Confirmed cc1=  .998528 cc2=  .864897 lx= 10.62519 if=  41 il=  96 4/27/2020  n=  55 now=   25215 end=      41158     19648     40523 U=    21.17 T=   89.6 p1=  63.2 p2=    61.3 ed=   139 6/9/2020    x1=  41. x2=  96. y1=  2.30 y2=  -.30     
GP: Confirmed Ireland 4/27/2020        96   25215    41158   19648    40523     8   139 6/9/2020  
AAA2     1 Ireland Confirmed cc1=  .998453 cc2=  .863613 lx= 10.63519 if=  42 il=  96 4/27/2020  n=  54 now=   25215 end=      41572     19648     40523 U=    21.88 T=   89.7 p1=  64.9 p2=    60.7 ed=   141 6/11/2020   x1=  42. x2=  96. y1=  2.18 y2=  -.29     
GP: Confirmed Ireland 4/27/2020        96   25215    41572   19648    40523     8   141 6/11/2020 
AAA1     1 Ireland Confirmed cc1=  .998408 cc2=  .862325 lx= 10.61519 if=  43 il=  96 4/27/2020  n=  53 now=   25215 end=      40749     19648     40523 U=    21.26 T=   89.3 p1=  61.6 p2=    61.9 ed=   139 6/9/2020    x1=  43. x2=  96. y1=  2.18 y2=  -.32 BEST
AAA2     1 Ireland Confirmed cc1=  .998408 cc2=  .862325 lx= 10.62019 if=  43 il=  96 4/27/2020  n=  53 now=   25215 end=      40749     19648     40523 U=    21.26 T=   89.3 p1=  61.6 p2=    61.9 ed=   139 6/9/2020    x1=  43. x2=  96. y1=  2.18 y2=  -.32 BEST
GP: Confirmed Ireland 4/27/2020        96   25215    40749   19648    40523     8   139 6/9/2020  
AAA1     1 Ireland Confirmed cc1=  .998317 cc2=  .860956 lx= 10.61519 if=  44 il=  96 4/27/2020  n=  52 now=   25215 end=      40749     19648     40523 U=    22.03 T=   89.0 p1=  61.6 p2=    61.9 ed=   141 6/11/2020   x1=  44. x2=  96. y1=  2.04 y2=  -.32 BEST
AAA2     1 Ireland Confirmed cc1=  .998317 cc2=  .860956 lx= 10.61819 if=  44 il=  96 4/27/2020  n=  52 now=   25215 end=      40749     19648     40523 U=    22.03 T=   89.0 p1=  61.6 p2=    61.9 ed=   141 6/11/2020   x1=  44. x2=  96. y1=  2.04 y2=  -.32 BEST
GP: Confirmed Ireland 4/27/2020        96   25215    40749   19648    40523     8   141 6/11/2020 
AAA2     1 Ireland Confirmed cc1=  .998391 cc2=  .859716 lx= 10.59519 if=  45 il=  96 4/27/2020  n=  51 now=   25215 end=      39942     19648     40523 U=    21.38 T=   88.7 p1=  58.4 p2=    63.1 ed=   139 6/9/2020    x1=  45. x2=  96. y1=  2.04 y2=  -.34     
GP: Confirmed Ireland 4/27/2020        96   25215    39942   19648    40523     8   139 6/9/2020  
AAA2     1 Ireland Confirmed cc1=  .998360 cc2=  .858332 lx= 10.57519 if=  46 il=  96 4/27/2020  n=  50 now=   25215 end=      39151     19648     40523 U=    20.80 T=   88.3 p1=  55.3 p2=    64.4 ed=   137 6/7/2020    x1=  46. x2=  96. y1=  2.03 y2=  -.37     
GP: Confirmed Ireland 4/27/2020        96   25215    39151   19648    40523     8   137 6/7/2020  
AAA2     1 Ireland Confirmed cc1=  .998269 cc2=  .856847 lx= 10.57519 if=  47 il=  96 4/27/2020  n=  49 now=   25215 end=      39151     19648     40523 U=    20.50 T=   88.4 p1=  55.3 p2=    64.4 ed=   136 6/6/2020    x1=  47. x2=  96. y1=  2.02 y2=  -.37     
GP: Confirmed Ireland 4/27/2020        96   25215    39151   19648    40523     8   136 6/6/2020  
AAA2     1 Ireland Confirmed cc1=  .998164 cc2=  .855307 lx= 10.57519 if=  48 il=  96 4/27/2020  n=  48 now=   25215 end=      39151     19648     40523 U=    20.65 T=   88.3 p1=  55.3 p2=    64.4 ed=   137 6/7/2020    x1=  48. x2=  96. y1=  1.95 y2=  -.37     
GP: Confirmed Ireland 4/27/2020        96   25215    39151   19648    40523     8   137 6/7/2020  
AAA2     1 Ireland Confirmed cc1=  .998047 cc2=  .853710 lx= 10.57519 if=  49 il=  96 4/27/2020  n=  47 now=   25215 end=      39151     19648     40523 U=    20.52 T=   88.4 p1=  55.3 p2=    64.4 ed=   136 6/6/2020    x1=  49. x2=  96. y1=  1.92 y2=  -.37     
GP: Confirmed Ireland 4/27/2020        96   25215    39151   19648    40523     8   136 6/6/2020  
AAA2     1 Ireland Confirmed cc1=  .997924 cc2=  .852059 lx= 10.58519 if=  50 il=  96 4/27/2020  n=  46 now=   25215 end=      39544     19648     40523 U=    20.19 T=   88.8 p1=  56.8 p2=    63.8 ed=   136 6/6/2020    x1=  50. x2=  96. y1=  1.92 y2=  -.36     
GP: Confirmed Ireland 4/27/2020        96   25215    39544   19648    40523     8   136 6/6/2020  
AAA1     1 Ireland Confirmed cc1=  .997915 cc2=  .850473 lx= 10.61519 if=  51 il=  96 4/27/2020  n=  45 now=   25215 end=      40749     19648     40523 U=    21.16 T=   89.3 p1=  61.6 p2=    61.9 ed=   139 6/9/2020    x1=  51. x2=  96. y1=  1.81 y2=  -.32 BEST
AAA2     1 Ireland Confirmed cc1=  .997915 cc2=  .850473 lx= 10.61319 if=  51 il=  96 4/27/2020  n=  45 now=   25215 end=      40749     19648     40523 U=    21.16 T=   89.3 p1=  61.6 p2=    61.9 ed=   139 6/9/2020    x1=  51. x2=  96. y1=  1.81 y2=  -.32 BEST
GP: Confirmed Ireland 4/27/2020        96   25215    40749   19648    40523     8   139 6/9/2020  
AAA1     1 Ireland Confirmed cc1=  .997776 cc2=  .848705 lx= 10.61519 if=  52 il=  96 4/27/2020  n=  44 now=   25215 end=      40749     19648     40523 U=    21.30 T=   89.3 p1=  61.6 p2=    61.9 ed=   139 6/9/2020    x1=  52. x2=  96. y1=  1.75 y2=  -.32 BEST
AAA2     1 Ireland Confirmed cc1=  .997776 cc2=  .848705 lx= 10.61819 if=  52 il=  96 4/27/2020  n=  44 now=   25215 end=      40749     19648     40523 U=    21.30 T=   89.3 p1=  61.6 p2=    61.9 ed=   139 6/9/2020    x1=  52. x2=  96. y1=  1.75 y2=  -.32 BEST
GP: Confirmed Ireland 4/27/2020        96   25215    40749   19648    40523     8   139 6/9/2020  
AAA1     1 Ireland Confirmed cc1=  .997621 cc2=  .846865 lx= 10.61519 if=  53 il=  96 4/27/2020  n=  43 now=   25215 end=      40749     19648     40523 U=    20.82 T=   89.4 p1=  61.6 p2=    61.9 ed=   138 6/8/2020    x1=  53. x2=  96. y1=  1.75 y2=  -.32 BEST
AAA2     1 Ireland Confirmed cc1=  .997621 cc2=  .846865 lx= 10.61819 if=  53 il=  96 4/27/2020  n=  43 now=   25215 end=      40749     19648     40523 U=    20.82 T=   89.4 p1=  61.6 p2=    61.9 ed=   138 6/8/2020    x1=  53. x2=  96. y1=  1.75 y2=  -.32 BEST
GP: Confirmed Ireland 4/27/2020        96   25215    40749   19648    40523     8   138 6/8/2020  
AAA2     1 Ireland Confirmed cc1=  .997541 cc2=  .845043 lx= 10.64519 if=  54 il=  96 4/27/2020  n=  42 now=   25215 end=      41990     19648     40523 U=    21.18 T=   90.2 p1=  66.5 p2=    60.1 ed=   140 6/10/2020   x1=  54. x2=  96. y1=  1.71 y2=  -.28     
GP: Confirmed Ireland 4/27/2020        96   25215    41990   19648    40523     8   140 6/10/2020 
AAA2     1 Ireland Confirmed cc1=  .997507 cc2=  .843204 lx= 10.69519 if=  55 il=  96 4/27/2020  n=  41 now=   25215 end=      44143     19648     40523 U=    21.85 T=   91.4 p1=  75.1 p2=    57.1 ed=   142 6/12/2020   x1=  55. x2=  96. y1=  1.67 y2=  -.21     
GP: Confirmed Ireland 4/27/2020        96   25215    44143   19648    40523     8   142 6/12/2020 
AAA2     1 Ireland Confirmed cc1=  .997660 cc2=  .839546 lx= 10.86519 if=  57 il=  96 4/27/2020  n=  39 now=   25215 end=      52323     19648     40523 U=    25.42 T=   95.5 p1= 107.5 p2=    48.2 ed=   155 6/25/2020   x1=  57. x2=  96. y1=  1.51 y2=  -.02     
GP: Confirmed Ireland 4/27/2020        96   25215    52323   19648    40523     8   155 6/25/2020 
AAA2     1 Ireland Confirmed cc1=  .997476 cc2=  .837348 lx= 10.85519 if=  58 il=  96 4/27/2020  n=  38 now=   25215 end=      51802     19648     40523 U=    25.40 T=   95.2 p1= 105.4 p2=    48.7 ed=   155 6/25/2020   x1=  58. x2=  96. y1=  1.47 y2=  -.03     
GP: Confirmed Ireland 4/27/2020        96   25215    51802   19648    40523     8   155 6/25/2020 
AAA2     1 Ireland Confirmed cc1=  .997281 cc2=  .835060 lx= 10.83519 if=  59 il=  96 4/27/2020  n=  37 now=   25215 end=      50776     19648     40523 U=    25.01 T=   94.7 p1= 101.4 p2=    49.7 ed=   153 6/23/2020   x1=  59. x2=  96. y1=  1.43 y2=  -.05     
GP: Confirmed Ireland 4/27/2020        96   25215    50776   19648    40523     8   153 6/23/2020 
AAA2     1 Ireland Confirmed cc1=  .997057 cc2=  .832658 lx= 10.82519 if=  60 il=  96 4/27/2020  n=  36 now=   25215 end=      50271     19648     40523 U=    24.78 T=   94.5 p1=  99.4 p2=    50.2 ed=   152 6/22/2020   x1=  60. x2=  96. y1=  1.39 y2=  -.06     
GP: Confirmed Ireland 4/27/2020        96   25215    50271   19648    40523     8   152 6/22/2020 
AAA2     1 Ireland Confirmed cc1=  .996804 cc2=  .830137 lx= 10.82519 if=  61 il=  96 4/27/2020  n=  35 now=   25215 end=      50271     19648     40523 U=    25.05 T=   94.4 p1=  99.4 p2=    50.2 ed=   153 6/23/2020   x1=  61. x2=  96. y1=  1.33 y2=  -.06     
GP: Confirmed Ireland 4/27/2020        96   25215    50271   19648    40523     8   153 6/23/2020 
AAA2     1 Ireland Confirmed cc1=  .996540 cc2=  .827509 lx= 10.80519 if=  62 il=  96 4/27/2020  n=  34 now=   25215 end=      49276     19648     40523 U=    24.84 T=   93.9 p1=  95.4 p2=    51.2 ed=   152 6/22/2020   x1=  62. x2=  96. y1=  1.28 y2=  -.08     
GP: Confirmed Ireland 4/27/2020        96   25215    49276   19648    40523     8   152 6/22/2020 
AAA2     1 Ireland Confirmed cc1=  .996268 cc2=  .824770 lx= 10.76519 if=  63 il=  96 4/27/2020  n=  33 now=   25215 end=      47343     19648     40523 U=    24.35 T=   92.9 p1=  87.8 p2=    53.3 ed=   150 6/20/2020   x1=  63. x2=  96. y1=  1.23 y2=  -.13     
GP: Confirmed Ireland 4/27/2020        96   25215    47343   19648    40523     8   150 6/20/2020 
AAA2     1 Ireland Confirmed cc1=  .995824 cc2=  .819047 lx= 10.62519 if=  65 il=  96 4/27/2020  n=  31 now=   25215 end=      41158     19648     40523 U=    22.32 T=   89.3 p1=  63.2 p2=    61.3 ed=   141 6/11/2020   x1=  65. x2=  96. y1=  1.09 y2=  -.30     
GP: Confirmed Ireland 4/27/2020        96   25215    41158   19648    40523     8   141 6/11/2020 
AAA2     1 Ireland Confirmed cc1=  .995780 cc2=  .816175 lx= 10.54519 if=  66 il=  96 4/27/2020  n=  30 now=   25215 end=      37994     19648     40523 U=    20.98 T=   87.3 p1=  50.7 p2=    66.4 ed=   136 6/6/2020    x1=  66. x2=  96. y1=  1.01 y2=  -.42     
GP: Confirmed Ireland 4/27/2020        96   25215    37994   19648    40523     8   136 6/6/2020  
AAA2     1 Ireland Confirmed cc1=  .996013 cc2=  .810318 lx= 10.38519 if=  68 il=  96 4/27/2020  n=  28 now=   25215 end=      32376     19648     40523 U=    17.79 T=   83.6 p1=  28.4 p2=    77.9 ed=   125 5/26/2020   x1=  68. x2=  96. y1=   .88 y2=  -.69     
GP: Confirmed Ireland 4/27/2020        96   25215    32376   19648    40523     8   125 5/26/2020 
AAA2     1 Ireland Confirmed cc1=  .996223 cc2=  .807241 lx= 10.32519 if=  69 il=  96 4/27/2020  n=  27 now=   25215 end=      30491     19648     40523 U=    16.56 T=   82.4 p1=  20.9 p2=    82.7 ed=   121 5/22/2020   x1=  69. x2=  96. y1=   .81 y2=  -.82     
GP: Confirmed Ireland 4/27/2020        96   25215    30491   19648    40523     8   121 5/22/2020 
AAA2     1 Ireland Confirmed cc1=  .996568 cc2=  .804118 lx= 10.27519 if=  70 il=  96 4/27/2020  n=  26 now=   25215 end=      29004     19648     40523 U=    15.30 T=   81.6 p1=  15.0 p2=    86.9 ed=   117 5/18/2020   x1=  70. x2=  96. y1=   .76 y2=  -.94     
GP: Confirmed Ireland 4/27/2020        96   25215    29004   19648    40523     8   117 5/18/2020 
AAA2     1 Ireland Confirmed cc1=  .996776 cc2=  .800660 lx= 10.23519 if=  71 il=  96 4/27/2020  n=  25 now=   25215 end=      27866     19648     40523 U=    14.42 T=   80.8 p1=  10.5 p2=    90.5 ed=   114 5/15/2020   x1=  71. x2=  96. y1=   .68 y2= -1.05     
GP: Confirmed Ireland 4/27/2020        96   25215    27866   19648    40523     8   114 5/15/2020 
AAA2     1 Ireland Confirmed cc1=  .997114 cc2=  .797114 lx= 10.19519 if=  72 il=  96 4/27/2020  n=  24 now=   25215 end=      26774     19648     40523 U=    13.48 T=   80.2 p1=   6.2 p2=    94.2 ed=   112 5/13/2020   x1=  72. x2=  96. y1=   .61 y2= -1.17     
GP: Confirmed Ireland 4/27/2020        96   25215    26774   19648    40523     8   112 5/13/2020 
AAA2     1 Ireland Confirmed cc1=  .997589 cc2=  .793465 lx= 10.16519 if=  73 il=  96 4/27/2020  n=  23 now=   25215 end=      25982     19648     40523 U=    12.61 T=   79.9 p1=   3.0 p2=    97.0 ed=   109 5/10/2020   x1=  73. x2=  96. y1=   .55 y2= -1.27     
GP: Confirmed Ireland 4/27/2020        96   25215    25982   19648    40523     8   109 5/10/2020 
AAA2     1 Ireland Confirmed cc1=  .997967 cc2=  .789453 lx= 10.13519 if=  74 il=  96 4/27/2020  n=  22 now=   25215 end=      25214     19648     40523 U=    11.76 T=   79.7 p1=    .0 p2=   100.0 ed=   107 5/8/2020    x1=  74. x2=  96. y1=   .48 y2= -1.39     
GP: Confirmed Ireland 4/27/2020        96   25215    25214   19648    40523     8   107 5/8/2020  
AAA2     1 Ireland Confirmed cc1=  .998255 cc2=  .785054 lx= 10.11519 if=  75 il=  96 4/27/2020  n=  21 now=   25215 end=      24715     19648     40523 U=    11.08 T=   79.7 p1=  -2.0 p2=   102.0 ed=   105 5/6/2020    x1=  75. x2=  96. y1=   .42 y2= -1.47     
GP: Confirmed Ireland 4/27/2020        96   25215    24715   19648    40523     8   105 5/6/2020  
AAA2     1 Ireland Confirmed cc1=  .998333 cc2=  .780115 lx= 10.10519 if=  76 il=  96 4/27/2020  n=  20 now=   25215 end=      24469     19648     40523 U=    10.57 T=   80.0 p1=  -3.0 p2=   103.0 ed=   104 5/5/2020    x1=  76. x2=  96. y1=   .38 y2= -1.52     
GP: Confirmed Ireland 4/27/2020        96   25215    24469   19648    40523     8   104 5/5/2020  
AAA2     1 Ireland Confirmed cc1=  .998144 cc2=  .774537 lx= 10.09519 if=  77 il=  96 4/27/2020  n=  19 now=   25215 end=      24226     19648     40523 U=    10.06 T=   80.3 p1=  -3.9 p2=   104.1 ed=   104 5/5/2020    x1=  77. x2=  96. y1=   .32 y2= -1.56     
GP: Confirmed Ireland 4/27/2020        96   25215    24226   19648    40523     8   104 5/5/2020  
AAA2     1 Ireland Confirmed cc1=  .998231 cc2=  .762528 lx= 10.13519 if=  79 il=  96 4/27/2020  n=  17 now=   25215 end=      25214     19648     40523 U=    11.21 T=   80.4 p1=    .0 p2=   100.0 ed=   106 5/7/2020    x1=  79. x2=  96. y1=   .13 y2= -1.39     
GP: Confirmed Ireland 4/27/2020        96   25215    25214   19648    40523     8   106 5/7/2020  
AAA2     1 Ireland Confirmed cc1=  .997945 cc2=  .755409 lx= 10.14519 if=  80 il=  96 4/27/2020  n=  16 now=   25215 end=      25468     19648     40523 U=    11.46 T=   80.5 p1=   1.0 p2=    99.0 ed=   107 5/8/2020    x1=  80. x2=  96. y1=   .05 y2= -1.35     
GP: Confirmed Ireland 4/27/2020        96   25215    25468   19648    40523     8   107 5/8/2020  
AAA2     1 Ireland Confirmed cc1=  .997615 cc2=  .747615 lx= 10.16519 if=  81 il=  96 4/27/2020  n=  15 now=   25215 end=      25982     19648     40523 U=    11.86 T=   80.9 p1=   3.0 p2=    97.0 ed=   108 5/9/2020    x1=  81. x2=  96. y1=  -.01 y2= -1.27     
GP: Confirmed Ireland 4/27/2020        96   25215    25982   19648    40523     8   108 5/9/2020  
AAA2     1 Ireland Confirmed cc1=  .997545 cc2=  .739346 lx= 10.20519 if=  82 il=  96 4/27/2020  n=  14 now=   25215 end=      27043     19648     40523 U=    13.07 T=   81.1 p1=   7.2 p2=    93.2 ed=   111 5/12/2020   x1=  82. x2=  96. y1=  -.07 y2= -1.14     
GP: Confirmed Ireland 4/27/2020        96   25215    27043   19648    40523     8   111 5/12/2020 
AAA2     1 Ireland Confirmed cc1=  .997411 cc2=  .730150 lx= 10.26519 if=  83 il=  96 4/27/2020  n=  13 now=   25215 end=      28715     19648     40523 U=    14.73 T=   81.7 p1=  13.9 p2=    87.8 ed=   116 5/17/2020   x1=  83. x2=  96. y1=  -.09 y2=  -.97     
GP: Confirmed Ireland 4/27/2020        96   25215    28715   19648    40523     8   116 5/17/2020 
AAA2     1 Ireland Confirmed cc1=  .997784 cc2=  .720434 lx= 10.45519 if=  84 il=  96 4/27/2020  n=  12 now=   25215 end=      34724     19648     40523 U=    20.66 T=   84.4 p1=  37.7 p2=    72.6 ed=   133 6/3/2020    x1=  84. x2=  96. y1=   .02 y2=  -.56     
GP: Confirmed Ireland 4/27/2020        96   25215    34724   19648    40523     8   133 6/3/2020  
AAA1     1 Ireland Confirmed cc1=  .997433 cc2=  .708758 lx= 10.61519 if=  85 il=  96 4/27/2020  n=  11 now=   25215 end=      40749     19648     40523 U=    25.56 T=   87.9 p1=  61.6 p2=    61.9 ed=   148 6/18/2020   x1=  85. x2=  96. y1=   .11 y2=  -.32 BEST
AAA2     1 Ireland Confirmed cc1=  .997433 cc2=  .708758 lx= 10.62019 if=  85 il=  96 4/27/2020  n=  11 now=   25215 end=      40749     19648     40523 U=    25.56 T=   87.9 p1=  61.6 p2=    61.9 ed=   148 6/18/2020   x1=  85. x2=  96. y1=   .11 y2=  -.32 BEST
GP: Confirmed Ireland 4/27/2020        96   25215    40749   19648    40523     8   148 6/18/2020 
AAA2     1 Ireland Confirmed cc1=  .996950 cc2=  .695439 lx= 11.04519 if=  86 il=  96 4/27/2020  n=  10 now=   25215 end=      62642     19648     40523 U=    38.85 T=  101.7 p1= 148.4 p2=    40.3 ed=   193 8/2/2020    x1=  86. x2=  96. y1=   .41 y2=   .15     
GP: Confirmed Ireland 4/27/2020        96   25215    62642   19648    40523     8   193 8/2/2020  
AAA2     1 Ireland Confirmed cc1=  .996126 cc2=  .679898 lx= 12.13519 if=  87 il=  96 4/27/2020  n=   9 now=   25215 end=     186315     19648     40523 U=    75.15 T=  156.9 p1= 638.9 p2=    13.5 ed=   334 12/21/2020  x1=  87. x2=  96. y1=   .93 y2=   .81     
GP: Confirmed Ireland 4/27/2020        96   25215    -       19648    40523     8   334 12/21/2020
AAA2     1 Ireland Confirmed cc1=  .995533 cc2=  .662200 lx= 10.55519 if=  88 il=  96 4/27/2020  n=   8 now=   25215 end=      38376     19648     40523 U=    24.93 T=   86.0 p1=  52.2 p2=    65.7 ed=   144 6/14/2020   x1=  88. x2=  96. y1=  -.08 y2=  -.40     
GP: Confirmed Ireland 4/27/2020        96   25215    38376   19648    40523     8   144 6/14/2020 
AAA2     1 Ireland Confirmed cc1=  .996460 cc2=  .642906 lx= 10.14519 if=  89 il=  96 4/27/2020  n=   7 now=   25215 end=      25468     19648     40523 U=    11.12 T=   81.0 p1=   1.0 p2=    99.0 ed=   107 5/8/2020    x1=  89. x2=  96. y1=  -.72 y2= -1.35     
GP: Confirmed Ireland 4/27/2020        96   25215    25468   19648    40523     8   107 5/8/2020  
AAA2     1 Ireland Confirmed cc1=  .997480 cc2=  .619516 lx= 10.03519 if=  90 il=  96 4/27/2020  n=   6 now=   25215 end=      22815     19648     40523 U=     7.00 T=   82.7 p1=  -9.5 p2=   110.5 ed=    99 4/30/2020   x1=  90. x2=  96. y1= -1.04 y2= -1.90     
GP: Confirmed Ireland 4/27/2020        96   25215    22815   19648    40523     8    99 4/30/2020 
AAA2     1 Ireland Confirmed cc1=  .998679 cc2=  .869580 lx= 10.60519 if=  38 il=  97 4/28/2020  n=  59 now=   25215 end=      40343     19877     39886 U=    21.80 T=   89.5 p1=  60.0 p2=    62.5 ed=   140 6/10/2020   x1=  38. x2=  97. y1=  2.36 y2=  -.35     
GP: Confirmed Ireland 4/28/2020        97   25215    40343   19877    39886     4   140 6/10/2020 
AAA1     1 Ireland Confirmed cc1=  .998656 cc2=  .868467 lx= 10.59519 if=  39 il=  97 4/28/2020  n=  58 now=   25215 end=      39942     19877     39886 U=    21.32 T=   89.3 p1=  58.4 p2=    63.1 ed=   139 6/9/2020    x1=  39. x2=  97. y1=  2.36 y2=  -.36 BEST
AAA2     1 Ireland Confirmed cc1=  .998656 cc2=  .868467 lx= 10.59619 if=  39 il=  97 4/28/2020  n=  58 now=   25215 end=      39942     19877     39886 U=    21.32 T=   89.3 p1=  58.4 p2=    63.1 ed=   139 6/9/2020    x1=  39. x2=  97. y1=  2.36 y2=  -.36 BEST
GP: Confirmed Ireland 4/28/2020        97   25215    39942   19877    39886     4   139 6/9/2020  
AAA1     1 Ireland Confirmed cc1=  .998588 cc2=  .867282 lx= 10.59519 if=  40 il=  97 4/28/2020  n=  57 now=   25215 end=      39942     19877     39886 U=    20.96 T=   89.5 p1=  58.4 p2=    63.1 ed=   138 6/8/2020    x1=  40. x2=  97. y1=  2.36 y2=  -.36 BEST
AAA2     1 Ireland Confirmed cc1=  .998588 cc2=  .867282 lx= 10.59219 if=  40 il=  97 4/28/2020  n=  57 now=   25215 end=      39942     19877     39886 U=    20.96 T=   89.5 p1=  58.4 p2=    63.1 ed=   138 6/8/2020    x1=  40. x2=  97. y1=  2.36 y2=  -.36 BEST
GP: Confirmed Ireland 4/28/2020        97   25215    39942   19877    39886     4   138 6/8/2020  
AAA2     1 Ireland Confirmed cc1=  .998528 cc2=  .866075 lx= 10.60519 if=  41 il=  97 4/28/2020  n=  56 now=   25215 end=      40343     19877     39886 U=    21.22 T=   89.7 p1=  60.0 p2=    62.5 ed=   139 6/9/2020    x1=  41. x2=  97. y1=  2.29 y2=  -.35     
GP: Confirmed Ireland 4/28/2020        97   25215    40343   19877    39886     4   139 6/9/2020  
AAA2     1 Ireland Confirmed cc1=  .998453 cc2=  .864822 lx= 10.60519 if=  42 il=  97 4/28/2020  n=  55 now=   25215 end=      40343     19877     39886 U=    21.81 T=   89.5 p1=  60.0 p2=    62.5 ed=   140 6/10/2020   x1=  42. x2=  97. y1=  2.18 y2=  -.35     
GP: Confirmed Ireland 4/28/2020        97   25215    40343   19877    39886     4   140 6/10/2020 
AAA1     1 Ireland Confirmed cc1=  .998412 cc2=  .863572 lx= 10.59519 if=  43 il=  97 4/28/2020  n=  54 now=   25215 end=      39942     19877     39886 U=    21.30 T=   89.3 p1=  58.4 p2=    63.1 ed=   139 6/9/2020    x1=  43. x2=  97. y1=  2.18 y2=  -.36 BEST
AAA2     1 Ireland Confirmed cc1=  .998412 cc2=  .863572 lx= 10.59319 if=  43 il=  97 4/28/2020  n=  54 now=   25215 end=      39942     19877     39886 U=    21.30 T=   89.3 p1=  58.4 p2=    63.1 ed=   139 6/9/2020    x1=  43. x2=  97. y1=  2.18 y2=  -.36 BEST
GP: Confirmed Ireland 4/28/2020        97   25215    39942   19877    39886     4   139 6/9/2020  
AAA1     1 Ireland Confirmed cc1=  .998323 cc2=  .862240 lx= 10.59519 if=  44 il=  97 4/28/2020  n=  53 now=   25215 end=      39942     19877     39886 U=    22.07 T=   89.1 p1=  58.4 p2=    63.1 ed=   141 6/11/2020   x1=  44. x2=  97. y1=  2.04 y2=  -.36 BEST
AAA2     1 Ireland Confirmed cc1=  .998323 cc2=  .862240 lx= 10.59019 if=  44 il=  97 4/28/2020  n=  53 now=   25215 end=      39942     19877     39886 U=    22.07 T=   89.1 p1=  58.4 p2=    63.1 ed=   141 6/11/2020   x1=  44. x2=  97. y1=  2.04 y2=  -.36 BEST
GP: Confirmed Ireland 4/28/2020        97   25215    39942   19877    39886     4   141 6/11/2020 
