TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020        6935.00000        8.84434
TAB:  Honduras Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
GP: Confirmed Honduras 5/20/2020       119    6935    -        3079     4996     3   359 1/15/2021 
AAA2     1 Honduras Confirmed cc1=  .990086 cc2=  .816009 lx= 10.84434 if=  87 il= 119 5/20/2020  n=  32 now=    6935 end=      51243      3079      4996 U=    61.79 T=  182.9 p1= 638.9 p2=    13.5 ed=   328 12/15/2020  x1=  87. x2= 119. y1=  1.55 y2=  1.03     
GP: Confirmed Honduras 5/20/2020       119    6935    -        3079     4996     3   328 12/15/2020
AAA2     1 Honduras Confirmed cc1=  .991148 cc2=  .814371 lx= 10.84434 if=  88 il= 119 5/20/2020  n=  31 now=    6935 end=      51243      3079      4996 U=    60.67 T=  181.7 p1= 638.9 p2=    13.5 ed=   324 12/11/2020  x1=  88. x2= 119. y1=  1.54 y2=  1.03     
GP: Confirmed Honduras 5/20/2020       119    6935    -        3079     4996     3   324 12/11/2020
AAA2     1 Honduras Confirmed cc1=  .992591 cc2=  .810017 lx=  9.99434 if=  90 il= 119 5/20/2020  n=  29 now=    6935 end=      21902      3079      4996 U=    44.01 T=  148.7 p1= 215.8 p2=    31.7 ed=   252 9/30/2020   x1=  90. x2= 119. y1=  1.33 y2=   .67     
GP: Confirmed Honduras 5/20/2020       119    6935    -        3079     4996     3   252 9/30/2020 
AAA2     1 Honduras Confirmed cc1=  .993156 cc2=  .807461 lx=  9.47434 if=  91 il= 119 5/20/2020  n=  28 now=    6935 end=      13021      3079      4996 U=    34.59 T=  131.7 p1=  87.8 p2=    53.3 ed=   213 8/22/2020   x1=  91. x2= 119. y1=  1.18 y2=   .37     
GP: Confirmed Honduras 5/20/2020       119    6935    13021    3079     4996     3   213 8/22/2020 
AAA2     1 Honduras Confirmed cc1=  .993633 cc2=  .804651 lx=  9.16434 if=  92 il= 119 5/20/2020  n=  27 now=    6935 end=       9550      3079      4996 U=    28.57 T=  122.5 p1=  37.7 p2=    72.6 ed=   189 7/29/2020   x1=  92. x2= 119. y1=  1.07 y2=   .12     
GP: Confirmed Honduras 5/20/2020       119    6935     9550    3079     4996     3   189 7/29/2020 
AAA2     1 Honduras Confirmed cc1=  .993785 cc2=  .801335 lx=  8.97434 if=  93 il= 119 5/20/2020  n=  26 now=    6935 end=       7897      3079      4996 U=    25.68 T=  117.5 p1=  13.9 p2=    87.8 ed=   178 7/18/2020   x1=  93. x2= 119. y1=   .95 y2=  -.06     
GP: Confirmed Honduras 5/20/2020       119    6935     7897    3079     4996     3   178 7/18/2020 
AAA2     1 Honduras Confirmed cc1=  .994793 cc2=  .798677 lx=  8.80434 if=  94 il= 119 5/20/2020  n=  25 now=    6935 end=       6663      3079      4996 U=    22.34 T=  113.2 p1=  -3.9 p2=   104.1 ed=   165 7/5/2020    x1=  94. x2= 119. y1=   .86 y2=  -.26     
GP: Confirmed Honduras 5/20/2020       119    6935     6663    3079     4996     3   165 7/5/2020  
AAA1     1 Honduras Confirmed cc1=  .996904 cc2=  .783703 lx=  8.50434 if=  98 il= 119 5/20/2020  n=  21 now=    6935 end=       4936      3079      4996 U=    15.08 T=  107.7 p1= -28.8 p2=   140.5 ed=   143 6/13/2020   x1=  98. x2= 119. y1=   .64 y2=  -.75 BEST
AAA2     1 Honduras Confirmed cc1=  .996904 cc2=  .783703 lx=  8.50134 if=  98 il= 119 5/20/2020  n=  21 now=    6935 end=       4936      3079      4996 U=    15.08 T=  107.7 p1= -28.8 p2=   140.5 ed=   143 6/13/2020   x1=  98. x2= 119. y1=   .64 y2=  -.75 BEST
GP: Confirmed Honduras 5/20/2020       119    6935     4936    3079     4996     3   143 6/13/2020 
AAA2     1 Honduras Confirmed cc1=  .996671 cc2=  .778453 lx=  8.47434 if=  99 il= 119 5/20/2020  n=  20 now=    6935 end=       4790      3079      4996 U=    14.09 T=  107.5 p1= -30.9 p2=   144.8 ed=   140 6/10/2020   x1=  99. x2= 119. y1=   .60 y2=  -.82     
GP: Confirmed Honduras 5/20/2020       119    6935     4790    3079     4996     3   140 6/10/2020 
AAA2     1 Honduras Confirmed cc1=  .996145 cc2=  .772538 lx=  8.47434 if= 100 il= 119 5/20/2020  n=  19 now=    6935 end=       4790      3079      4996 U=    13.61 T=  107.9 p1= -30.9 p2=   144.8 ed=   140 6/10/2020   x1= 100. x2= 119. y1=   .58 y2=  -.82     
GP: Confirmed Honduras 5/20/2020       119    6935     4790    3079     4996     3   140 6/10/2020 
AAA1     1 Honduras Confirmed cc1=  .996037 cc2=  .766621 lx=  8.53434 if= 101 il= 119 5/20/2020  n=  18 now=    6935 end=       5086      3079      4996 U=    15.39 T=  108.4 p1= -26.7 p2=   136.4 ed=   144 6/14/2020   x1= 101. x2= 119. y1=   .48 y2=  -.69 BEST
AAA2     1 Honduras Confirmed cc1=  .996037 cc2=  .766621 lx=  8.53534 if= 101 il= 119 5/20/2020  n=  18 now=    6935 end=       5086      3079      4996 U=    15.39 T=  108.4 p1= -26.7 p2=   136.4 ed=   144 6/14/2020   x1= 101. x2= 119. y1=   .48 y2=  -.69 BEST
GP: Confirmed Honduras 5/20/2020       119    6935     5086    3079     4996     3   144 6/14/2020 
AAA1     1 Honduras Confirmed cc1=  .995352 cc2=  .759650 lx=  8.52434 if= 102 il= 119 5/20/2020  n=  17 now=    6935 end=       5035      3079      4996 U=    14.71 T=  108.6 p1= -27.4 p2=   137.7 ed=   143 6/13/2020   x1= 102. x2= 119. y1=   .45 y2=  -.71 BEST
AAA2     1 Honduras Confirmed cc1=  .995352 cc2=  .759650 lx=  8.52534 if= 102 il= 119 5/20/2020  n=  17 now=    6935 end=       5035      3079      4996 U=    14.71 T=  108.6 p1= -27.4 p2=   137.7 ed=   143 6/13/2020   x1= 102. x2= 119. y1=   .45 y2=  -.71 BEST
GP: Confirmed Honduras 5/20/2020       119    6935     5035    3079     4996     3   143 6/13/2020 
AAA2     1 Honduras Confirmed cc1=  .998227 cc2=  .730966 lx= 10.84434 if= 106 il= 119 5/20/2020  n=  13 now=    6935 end=      51243      3079      4996 U=    66.93 T=  188.2 p1= 638.9 p2=    13.5 ed=   346 1/2/2021    x1= 106. x2= 119. y1=  1.23 y2=  1.03     
GP: Confirmed Honduras 5/20/2020       119    6935    -        3079     4996     3   346 1/2/2021  
AAA2     1 Honduras Confirmed cc1=  .997935 cc2=  .720585 lx= 10.84434 if= 107 il= 119 5/20/2020  n=  12 now=    6935 end=      51243      3079      4996 U=    66.83 T=  188.1 p1= 638.9 p2=    13.5 ed=   345 1/1/2021    x1= 107. x2= 119. y1=  1.21 y2=  1.03     
GP: Confirmed Honduras 5/20/2020       119    6935    -        3079     4996     3   345 1/1/2021  
AAA2     1 Honduras Confirmed cc1=  .997656 cc2=  .708980 lx= 10.84434 if= 108 il= 119 5/20/2020  n=  11 now=    6935 end=      51243      3079      4996 U=    64.80 T=  186.0 p1= 638.9 p2=    13.5 ed=   338 12/25/2020  x1= 108. x2= 119. y1=  1.20 y2=  1.03     
GP: Confirmed Honduras 5/20/2020       119    6935    -        3079     4996     3   338 12/25/2020
AAA2     1 Honduras Confirmed cc1=  .996956 cc2=  .695444 lx= 10.84434 if= 109 il= 119 5/20/2020  n=  10 now=    6935 end=      51243      3079      4996 U=    67.99 T=  189.3 p1= 638.9 p2=    13.5 ed=   349 1/5/2021    x1= 109. x2= 119. y1=  1.18 y2=  1.03     
GP: Confirmed Honduras 5/20/2020       119    6935    -        3079     4996     3   349 1/5/2021  
AAA2     1 Honduras Confirmed cc1=  .997685 cc2=  .681457 lx= 10.84434 if= 110 il= 119 5/20/2020  n=   9 now=    6935 end=      51243      3079      4996 U=    64.86 T=  186.1 p1= 638.9 p2=    13.5 ed=   339 12/26/2020  x1= 110. x2= 119. y1=  1.17 y2=  1.03     
GP: Confirmed Honduras 5/20/2020       119    6935    -        3079     4996     3   339 12/26/2020
AAA2     1 Honduras Confirmed cc1=  .997175 cc2=  .663841 lx= 10.12434 if= 111 il= 119 5/20/2020  n=   8 now=    6935 end=      24942      3079      4996 U=    46.55 T=  153.4 p1= 259.7 p2=    27.8 ed=   263 10/11/2020  x1= 111. x2= 119. y1=   .91 y2=   .74     
GP: Confirmed Honduras 5/20/2020       119    6935    -        3079     4996     3   263 10/11/2020
AAA2     1 Honduras Confirmed cc1=  .997077 cc2=  .643523 lx= 10.84434 if= 112 il= 119 5/20/2020  n=   7 now=    6935 end=      51243      3079      4996 U=    66.64 T=  187.9 p1= 638.9 p2=    13.5 ed=   345 1/1/2021    x1= 112. x2= 119. y1=  1.14 y2=  1.03     
GP: Confirmed Honduras 5/20/2020       119    6935    -        3079     4996     3   345 1/1/2021  
AAA2     1 Honduras Confirmed cc1=  .996062 cc2=  .587814 lx= 10.84434 if= 114 il= 119 5/20/2020  n=   5 now=    6935 end=      51243      3079      4996 U=    65.11 T=  186.3 p1= 638.9 p2=    13.5 ed=   339 12/26/2020  x1= 114. x2= 119. y1=  1.11 y2=  1.03     
GP: Confirmed Honduras 5/20/2020       119    6935    -        3079     4996     3   339 12/26/2020
AAA2     1 Honduras Confirmed cc1=  .978496 cc2=  .824193 lx= 10.84434 if=  79 il= 120 5/21/2020  n=  41 now=    6935 end=      51243      3204      5252 U=    72.01 T=  193.4 p1= 638.9 p2=    13.5 ed=   363 1/19/2021   x1=  79. x2= 120. y1=  1.59 y2=  1.02     
GP: Confirmed Honduras 5/21/2020       120    6935    -        3204     5252     2   363 1/19/2021 
AAA2     1 Honduras Confirmed cc1=  .980537 cc2=  .824363 lx= 10.84434 if=  80 il= 120 5/21/2020  n=  40 now=    6935 end=      51243      3204      5252 U=    70.91 T=  192.3 p1= 638.9 p2=    13.5 ed=   359 1/15/2021   x1=  80. x2= 120. y1=  1.58 y2=  1.02     
GP: Confirmed Honduras 5/21/2020       120    6935    -        3204     5252     2   359 1/15/2021 
AAA2     1 Honduras Confirmed cc1=  .982616 cc2=  .824502 lx= 10.84434 if=  81 il= 120 5/21/2020  n=  39 now=    6935 end=      51243      3204      5252 U=    69.20 T=  190.6 p1= 638.9 p2=    13.5 ed=   353 1/9/2021    x1=  81. x2= 120. y1=  1.58 y2=  1.02     
GP: Confirmed Honduras 5/21/2020       120    6935    -        3204     5252     2   353 1/9/2021  
AAA2     1 Honduras Confirmed cc1=  .990833 cc2=  .819334 lx= 10.84434 if=  87 il= 120 5/21/2020  n=  33 now=    6935 end=      51243      3204      5252 U=    62.02 T=  183.2 p1= 638.9 p2=    13.5 ed=   329 12/16/2020  x1=  87. x2= 120. y1=  1.55 y2=  1.02     
GP: Confirmed Honduras 5/21/2020       120    6935    -        3204     5252     2   329 12/16/2020
AAA2     1 Honduras Confirmed cc1=  .991775 cc2=  .817698 lx= 10.84434 if=  88 il= 120 5/21/2020  n=  32 now=    6935 end=      51243      3204      5252 U=    60.93 T=  182.1 p1= 638.9 p2=    13.5 ed=   325 12/12/2020  x1=  88. x2= 120. y1=  1.54 y2=  1.02     
GP: Confirmed Honduras 5/21/2020       120    6935    -        3204     5252     2   325 12/12/2020
AAA2     1 Honduras Confirmed cc1=  .993192 cc2=  .813587 lx=  9.73434 if=  90 il= 120 5/21/2020  n=  30 now=    6935 end=      16887      3204      5252 U=    39.80 T=  140.2 p1= 143.5 p2=    41.1 ed=   234 9/12/2020   x1=  90. x2= 120. y1=  1.26 y2=   .51     
GP: Confirmed Honduras 5/21/2020       120    6935    16887    3204     5252     2   234 9/12/2020 
AAA2     1 Honduras Confirmed cc1=  .993781 cc2=  .811207 lx=  9.37434 if=  91 il= 120 5/21/2020  n=  29 now=    6935 end=      11782      3204      5252 U=    32.95 T=  128.7 p1=  69.9 p2=    58.9 ed=   206 8/15/2020   x1=  91. x2= 120. y1=  1.14 y2=   .26     
GP: Confirmed Honduras 5/21/2020       120    6935    11782    3204     5252     2   206 8/15/2020 
AAA2     1 Honduras Confirmed cc1=  .994263 cc2=  .808568 lx=  9.13434 if=  92 il= 120 5/21/2020  n=  28 now=    6935 end=       9268      3204      5252 U=    28.05 T=  121.7 p1=  33.6 p2=    74.8 ed=   187 7/27/2020   x1=  92. x2= 120. y1=  1.06 y2=   .06     
GP: Confirmed Honduras 5/21/2020       120    6935     9268    3204     5252     2   187 7/27/2020 
AAA2     1 Honduras Confirmed cc1=  .994430 cc2=  .805447 lx=  8.97434 if=  93 il= 120 5/21/2020  n=  27 now=    6935 end=       7897      3204      5252 U=    25.58 T=  117.4 p1=  13.9 p2=    87.8 ed=   177 7/17/2020   x1=  93. x2= 120. y1=   .95 y2=  -.10     
GP: Confirmed Honduras 5/21/2020       120    6935     7897    3204     5252     2   177 7/17/2020 
AAA2     1 Honduras Confirmed cc1=  .995339 cc2=  .802889 lx=  8.83434 if=  94 il= 120 5/21/2020  n=  26 now=    6935 end=       6865      3204      5252 U=    22.72 T=  113.8 p1=  -1.0 p2=   101.0 ed=   167 7/7/2020    x1=  94. x2= 120. y1=   .87 y2=  -.27     
GP: Confirmed Honduras 5/21/2020       120    6935     6865    3204     5252     2   167 7/7/2020  
AAA1     1 Honduras Confirmed cc1=  .997055 cc2=  .788541 lx=  8.56434 if=  98 il= 120 5/21/2020  n=  22 now=    6935 end=       5241      3204      5252 U=    15.92 T=  108.7 p1= -24.4 p2=   132.3 ed=   146 6/16/2020   x1=  98. x2= 120. y1=   .67 y2=  -.71 BEST
AAA2     1 Honduras Confirmed cc1=  .997055 cc2=  .788541 lx=  8.56034 if=  98 il= 120 5/21/2020  n=  22 now=    6935 end=       5241      3204      5252 U=    15.92 T=  108.7 p1= -24.4 p2=   132.3 ed=   146 6/16/2020   x1=  98. x2= 120. y1=   .67 y2=  -.71 BEST
GP: Confirmed Honduras 5/21/2020       120    6935     5241    3204     5252     2   146 6/16/2020 
AAA2     1 Honduras Confirmed cc1=  .996794 cc2=  .783594 lx=  8.53434 if=  99 il= 120 5/21/2020  n=  21 now=    6935 end=       5086      3204      5252 U=    14.93 T=  108.5 p1= -26.7 p2=   136.4 ed=   143 6/13/2020   x1=  99. x2= 120. y1=   .63 y2=  -.77     
GP: Confirmed Honduras 5/21/2020       120    6935     5086    3204     5252     2   143 6/13/2020 
AAA1     1 Honduras Confirmed cc1=  .996314 cc2=  .778096 lx=  8.54434 if= 100 il= 120 5/21/2020  n=  20 now=    6935 end=       5137      3204      5252 U=    14.62 T=  109.0 p1= -25.9 p2=   135.0 ed=   143 6/13/2020   x1= 100. x2= 120. y1=   .62 y2=  -.75 BEST
AAA2     1 Honduras Confirmed cc1=  .996314 cc2=  .778096 lx=  8.53934 if= 100 il= 120 5/21/2020  n=  20 now=    6935 end=       5137      3204      5252 U=    14.62 T=  109.0 p1= -25.9 p2=   135.0 ed=   143 6/13/2020   x1= 100. x2= 120. y1=   .62 y2=  -.75 BEST
GP: Confirmed Honduras 5/21/2020       120    6935     5137    3204     5252     2   143 6/13/2020 
AAA2     1 Honduras Confirmed cc1=  .996310 cc2=  .772703 lx=  8.60434 if= 101 il= 120 5/21/2020  n=  19 now=    6935 end=       5455      3204      5252 U=    16.47 T=  109.6 p1= -21.3 p2=   127.1 ed=   148 6/18/2020   x1= 101. x2= 120. y1=   .52 y2=  -.63     
GP: Confirmed Honduras 5/21/2020       120    6935     5455    3204     5252     2   148 6/18/2020 
AAA2     1 Honduras Confirmed cc1=  .995697 cc2=  .766282 lx=  8.60434 if= 102 il= 120 5/21/2020  n=  18 now=    6935 end=       5455      3204      5252 U=    15.97 T=  109.9 p1= -21.3 p2=   127.1 ed=   147 6/17/2020   x1= 102. x2= 120. y1=   .50 y2=  -.63     
GP: Confirmed Honduras 5/21/2020       120    6935     5455    3204     5252     2   147 6/17/2020 
AAA2     1 Honduras Confirmed cc1=  .998530 cc2=  .740331 lx= 10.84434 if= 106 il= 120 5/21/2020  n=  14 now=    6935 end=      51243      3204      5252 U=    67.15 T=  188.5 p1= 638.9 p2=    13.5 ed=   346 1/2/2021    x1= 106. x2= 120. y1=  1.23 y2=  1.02     
GP: Confirmed Honduras 5/21/2020       120    6935    -        3204     5252     2   346 1/2/2021  
AAA2     1 Honduras Confirmed cc1=  .998329 cc2=  .731067 lx= 10.84434 if= 107 il= 120 5/21/2020  n=  13 now=    6935 end=      51243      3204      5252 U=    67.08 T=  188.4 p1= 638.9 p2=    13.5 ed=   346 1/2/2021    x1= 107. x2= 120. y1=  1.21 y2=  1.02     
GP: Confirmed Honduras 5/21/2020       120    6935    -        3204     5252     2   346 1/2/2021  
AAA2     1 Honduras Confirmed cc1=  .998151 cc2=  .720801 lx= 10.84434 if= 108 il= 120 5/21/2020  n=  12 now=    6935 end=      51243      3204      5252 U=    65.21 T=  186.5 p1= 638.9 p2=    13.5 ed=   340 12/27/2020  x1= 108. x2= 120. y1=  1.20 y2=  1.02     
GP: Confirmed Honduras 5/21/2020       120    6935    -        3204     5252     2   340 12/27/2020
AAA2     1 Honduras Confirmed cc1=  .997648 cc2=  .708973 lx= 10.84434 if= 109 il= 120 5/21/2020  n=  11 now=    6935 end=      51243      3204      5252 U=    68.18 T=  189.5 p1= 638.9 p2=    13.5 ed=   350 1/6/2021    x1= 109. x2= 120. y1=  1.18 y2=  1.02     
GP: Confirmed Honduras 5/21/2020       120    6935    -        3204     5252     2   350 1/6/2021  
AAA2     1 Honduras Confirmed cc1=  .998261 cc2=  .696749 lx= 10.84434 if= 110 il= 120 5/21/2020  n=  10 now=    6935 end=      51243      3204      5252 U=    65.36 T=  186.6 p1= 638.9 p2=    13.5 ed=   340 12/27/2020  x1= 110. x2= 120. y1=  1.17 y2=  1.02     
GP: Confirmed Honduras 5/21/2020       120    6935    -        3204     5252     2   340 12/27/2020
AAA2     1 Honduras Confirmed cc1=  .997943 cc2=  .681715 lx=  9.98434 if= 111 il= 120 5/21/2020  n=   9 now=    6935 end=      21684      3204      5252 U=    44.18 T=  148.6 p1= 212.7 p2=    32.0 ed=   252 9/30/2020   x1= 111. x2= 120. y1=   .85 y2=   .65     
GP: Confirmed Honduras 5/21/2020       120    6935    -        3204     5252     2   252 9/30/2020 
AAA2     1 Honduras Confirmed cc1=  .997953 cc2=  .664620 lx= 10.84434 if= 112 il= 120 5/21/2020  n=   8 now=    6935 end=      51243      3204      5252 U=    67.06 T=  188.4 p1= 638.9 p2=    13.5 ed=   346 1/2/2021    x1= 112. x2= 120. y1=  1.14 y2=  1.02     
GP: Confirmed Honduras 5/21/2020       120    6935    -        3204     5252     2   346 1/2/2021  
AAA2     1 Honduras Confirmed cc1=  .997504 cc2=  .619539 lx= 10.84434 if= 114 il= 120 5/21/2020  n=   6 now=    6935 end=      51243      3204      5252 U=    65.90 T=  187.2 p1= 638.9 p2=    13.5 ed=   342 12/29/2020  x1= 114. x2= 120. y1=  1.11 y2=  1.02     
GP: Confirmed Honduras 5/21/2020       120    6935    -        3204     5252     2   342 12/29/2020
AAA2     1 Honduras Confirmed cc1=  .997353 cc2=  .589105 lx=  9.59434 if= 115 il= 120 5/21/2020  n=   5 now=    6935 end=      14681      3204      5252 U=    36.66 T=  135.4 p1= 111.7 p2=    47.2 ed=   221 8/30/2020   x1= 115. x2= 120. y1=   .56 y2=   .42     
GP: Confirmed Honduras 5/21/2020       120    6935    14681    3204     5252     2   221 8/30/2020 
AAA2     1 Honduras Confirmed cc1=  .979861 cc2=  .827362 lx= 10.84434 if=  79 il= 121 5/22/2020  n=  42 now=    6935 end=      51243      3477      6277 U=    70.08 T=  190.4 p1= 638.9 p2=    13.5 ed=   355 1/11/2021   x1=  79. x2= 121. y1=  1.59 y2=   .99     
GP: Confirmed Honduras 5/22/2020       121    6935    -        3477     6277     3   355 1/11/2021 
AAA2     1 Honduras Confirmed cc1=  .981819 cc2=  .827516 lx= 10.84434 if=  80 il= 121 5/22/2020  n=  41 now=    6935 end=      51243      3477      6277 U=    69.02 T=  189.3 p1= 638.9 p2=    13.5 ed=   352 1/8/2021    x1=  80. x2= 121. y1=  1.58 y2=   .99     
GP: Confirmed Honduras 5/22/2020       121    6935    -        3477     6277     3   352 1/8/2021  
AAA2     1 Honduras Confirmed cc1=  .983805 cc2=  .827632 lx= 10.84434 if=  81 il= 121 5/22/2020  n=  40 now=    6935 end=      51243      3477      6277 U=    67.40 T=  187.7 p1= 638.9 p2=    13.5 ed=   346 1/2/2021    x1=  81. x2= 121. y1=  1.58 y2=   .99     
GP: Confirmed Honduras 5/22/2020       121    6935    -        3477     6277     3   346 1/2/2021  
AAA2     1 Honduras Confirmed cc1=  .991597 cc2=  .822566 lx= 10.84434 if=  87 il= 121 5/22/2020  n=  34 now=    6935 end=      51243      3477      6277 U=    60.49 T=  180.9 p1= 638.9 p2=    13.5 ed=   323 12/10/2020  x1=  87. x2= 121. y1=  1.55 y2=   .99     
GP: Confirmed Honduras 5/22/2020       121    6935    -        3477     6277     3   323 12/10/2020
AAA2     1 Honduras Confirmed cc1=  .992471 cc2=  .820972 lx= 10.84434 if=  88 il= 121 5/22/2020  n=  33 now=    6935 end=      51243      3477      6277 U=    59.44 T=  179.8 p1= 638.9 p2=    13.5 ed=   320 12/7/2020   x1=  88. x2= 121. y1=  1.54 y2=   .99     
GP: Confirmed Honduras 5/22/2020       121    6935    -        3477     6277     3   320 12/7/2020 
AAA2     1 Honduras Confirmed cc1=  .993805 cc2=  .817028 lx=  9.80434 if=  90 il= 121 5/22/2020  n=  31 now=    6935 end=      18112      3477      6277 U=    39.72 T=  140.9 p1= 161.2 p2=    38.3 ed=   234 9/12/2020   x1=  90. x2= 121. y1=  1.28 y2=   .50     
GP: Confirmed Honduras 5/22/2020       121    6935    18112    3477     6277     3   234 9/12/2020 
AAA2     1 Honduras Confirmed cc1=  .994317 cc2=  .814712 lx=  9.49434 if=  91 il= 121 5/22/2020  n=  30 now=    6935 end=      13284      3477      6277 U=    33.76 T=  130.9 p1=  91.6 p2=    52.2 ed=   210 8/19/2020   x1=  91. x2= 121. y1=  1.18 y2=   .29     
GP: Confirmed Honduras 5/22/2020       121    6935    13284    3477     6277     3   210 8/19/2020 
AAA2     1 Honduras Confirmed cc1=  .994698 cc2=  .812124 lx=  9.28434 if=  92 il= 121 5/22/2020  n=  29 now=    6935 end=      10768      3477      6277 U=    29.39 T=  124.6 p1=  55.3 p2=    64.4 ed=   193 8/2/2020    x1=  92. x2= 121. y1=  1.11 y2=   .12     
GP: Confirmed Honduras 5/22/2020       121    6935    10768    3477     6277     3   193 8/2/2020  
AAA2     1 Honduras Confirmed cc1=  .994765 cc2=  .809070 lx=  9.13434 if=  93 il= 121 5/22/2020  n=  28 now=    6935 end=       9268      3477      6277 U=    27.12 T=  120.5 p1=  33.6 p2=    74.8 ed=   184 7/24/2020   x1=  93. x2= 121. y1=  1.01 y2=  -.02     
GP: Confirmed Honduras 5/22/2020       121    6935     9268    3477     6277     3   184 7/24/2020 
AAA2     1 Honduras Confirmed cc1=  .995452 cc2=  .806469 lx=  9.00434 if=  94 il= 121 5/22/2020  n=  27 now=    6935 end=       8138      3477      6277 U=    24.47 T=  117.0 p1=  17.3 p2=    85.2 ed=   174 7/14/2020   x1=  94. x2= 121. y1=   .94 y2=  -.16     
GP: Confirmed Honduras 5/22/2020       121    6935     8138    3477     6277     3   174 7/14/2020 
AAA1     1 Honduras Confirmed cc1=  .996151 cc2=  .792027 lx=  8.74434 if=  98 il= 121 5/22/2020  n=  23 now=    6935 end=       6275      3477      6277 U=    17.86 T=  111.6 p1=  -9.5 p2=   110.5 ed=   153 6/23/2020   x1=  98. x2= 121. y1=   .76 y2=  -.53 BEST
AAA2     1 Honduras Confirmed cc1=  .996151 cc2=  .792027 lx=  8.74234 if=  98 il= 121 5/22/2020  n=  23 now=    6935 end=       6275      3477      6277 U=    17.86 T=  111.6 p1=  -9.5 p2=   110.5 ed=   153 6/23/2020   x1=  98. x2= 121. y1=   .76 y2=  -.53 BEST
GP: Confirmed Honduras 5/22/2020       121    6935     6275    3477     6277     3   153 6/23/2020 
AAA1     1 Honduras Confirmed cc1=  .995682 cc2=  .787168 lx=  8.72434 if=  99 il= 121 5/22/2020  n=  22 now=    6935 end=       6150      3477      6277 U=    17.03 T=  111.4 p1= -11.3 p2=   112.8 ed=   151 6/21/2020   x1=  99. x2= 121. y1=   .73 y2=  -.56 BEST
AAA2     1 Honduras Confirmed cc1=  .995682 cc2=  .787168 lx=  8.72534 if=  99 il= 121 5/22/2020  n=  22 now=    6935 end=       6150      3477      6277 U=    17.03 T=  111.4 p1= -11.3 p2=   112.8 ed=   151 6/21/2020   x1=  99. x2= 121. y1=   .73 y2=  -.56 BEST
GP: Confirmed Honduras 5/22/2020       121    6935     6150    3477     6277     3   151 6/21/2020 
AAA1     1 Honduras Confirmed cc1=  .995106 cc2=  .781906 lx=  8.74434 if= 100 il= 121 5/22/2020  n=  21 now=    6935 end=       6275      3477      6277 U=    16.84 T=  112.1 p1=  -9.5 p2=   110.5 ed=   151 6/21/2020   x1= 100. x2= 121. y1=   .72 y2=  -.53 BEST
AAA2     1 Honduras Confirmed cc1=  .995106 cc2=  .781906 lx=  8.74234 if= 100 il= 121 5/22/2020  n=  21 now=    6935 end=       6275      3477      6277 U=    16.84 T=  112.1 p1=  -9.5 p2=   110.5 ed=   151 6/21/2020   x1= 100. x2= 121. y1=   .72 y2=  -.53 BEST
GP: Confirmed Honduras 5/22/2020       121    6935     6275    3477     6277     3   151 6/21/2020 
AAA2     1 Honduras Confirmed cc1=  .995254 cc2=  .777036 lx=  8.85434 if= 101 il= 121 5/22/2020  n=  20 now=    6935 end=       7004      3477      6277 U=    19.66 T=  114.0 p1=   1.0 p2=    99.0 ed=   160 6/30/2020   x1= 101. x2= 121. y1=   .66 y2=  -.36     
GP: Confirmed Honduras 5/22/2020       121    6935     7004    3477     6277     3   160 6/30/2020 
AAA2     1 Honduras Confirmed cc1=  .994516 cc2=  .770909 lx=  8.86434 if= 102 il= 121 5/22/2020  n=  19 now=    6935 end=       7075      3477      6277 U=    19.28 T=  114.4 p1=   2.0 p2=    98.0 ed=   159 6/29/2020   x1= 102. x2= 121. y1=   .64 y2=  -.34     
GP: Confirmed Honduras 5/22/2020       121    6935     7075    3477     6277     3   159 6/29/2020 
AAA2     1 Honduras Confirmed cc1=  .997467 cc2=  .747467 lx= 10.84434 if= 106 il= 121 5/22/2020  n=  15 now=    6935 end=      51243      3477      6277 U=    62.91 T=  183.3 p1= 638.9 p2=    13.5 ed=   331 12/18/2020  x1= 106. x2= 121. y1=  1.23 y2=   .99     
GP: Confirmed Honduras 5/22/2020       121    6935    -        3477     6277     3   331 12/18/2020
AAA2     1 Honduras Confirmed cc1=  .997194 cc2=  .738995 lx= 10.84434 if= 107 il= 121 5/22/2020  n=  14 now=    6935 end=      51243      3477      6277 U=    62.57 T=  182.9 p1= 638.9 p2=    13.5 ed=   330 12/17/2020  x1= 107. x2= 121. y1=  1.21 y2=   .99     
GP: Confirmed Honduras 5/22/2020       121    6935    -        3477     6277     3   330 12/17/2020
AAA2     1 Honduras Confirmed cc1=  .996960 cc2=  .729699 lx= 10.84434 if= 108 il= 121 5/22/2020  n=  13 now=    6935 end=      51243      3477      6277 U=    60.76 T=  181.1 p1= 638.9 p2=    13.5 ed=   324 12/11/2020  x1= 108. x2= 121. y1=  1.20 y2=   .99     
GP: Confirmed Honduras 5/22/2020       121    6935    -        3477     6277     3   324 12/11/2020
