TEST last_day=  735 method= last 
MH:     0 Country_Region                                            142 Case_Typ         nCases nDeaths 1/23/20 1/24/20 1/25/20  6/7/20  6/8/20  6/9/20
ML aaa nday1  139 6/9/2020       18180.00000        9.80808
TAB:  Israel Confirmed Date   Day     Real      MAX  Predict    Count      Min      Max      Med
GP: Confirmed Israel 4/3/2020         72   18180    -        7428    34590     2   137 6/7/2020  
AAA2     1 Israel Confirmed cc1=  .998417 cc2=  .774810 lx= 10.80808 if=  53 il=  72 4/3/2020   n=  19 now=   18180 end=      49418      7428     34590 U=    19.80 T=   84.7 p1= 171.8 p2=    36.8 ed=   131 6/1/2020    x1=  53. x2=  72. y1=  1.60 y2=   .64     
GP: Confirmed Israel 4/3/2020         72   18180    49418    7428    34590     2   131 6/1/2020  
AAA2     1 Israel Confirmed cc1=  .999161 cc2=  .769745 lx= 10.52808 if=  54 il=  72 4/3/2020   n=  18 now=   18180 end=      37349      7428     34590 U=    17.05 T=   80.2 p1= 105.4 p2=    48.7 ed=   120 5/21/2020   x1=  54. x2=  72. y1=  1.54 y2=   .48     
GP: Confirmed Israel 4/3/2020         72   18180    37349    7428    34590     2   120 5/21/2020 
AAA2     1 Israel Confirmed cc1=  .999165 cc2=  .763463 lx= 10.41808 if=  55 il=  72 4/3/2020   n=  17 now=   18180 end=      33459      7428     34590 U=    15.86 T=   78.5 p1=  84.0 p2=    54.3 ed=   115 5/16/2020   x1=  55. x2=  72. y1=  1.48 y2=   .41     
GP: Confirmed Israel 4/3/2020         72   18180    33459    7428    34590     2   115 5/16/2020 
AAA1     1 Israel Confirmed cc1=  .999015 cc2=  .756480 lx= 10.44808 if=  56 il=  72 4/3/2020   n=  16 now=   18180 end=      34478      7428     34590 U=    15.79 T=   78.8 p1=  89.6 p2=    52.7 ed=   116 5/17/2020   x1=  56. x2=  72. y1=  1.44 y2=   .43 BEST
AAA2     1 Israel Confirmed cc1=  .999015 cc2=  .756480 lx= 10.44708 if=  56 il=  72 4/3/2020   n=  16 now=   18180 end=      34478      7428     34590 U=    15.79 T=   78.8 p1=  89.6 p2=    52.7 ed=   116 5/17/2020   x1=  56. x2=  72. y1=  1.44 y2=   .43 BEST
GP: Confirmed Israel 4/3/2020         72   18180    34478    7428    34590     2   116 5/17/2020 
AAA2     1 Israel Confirmed cc1=  .999138 cc2=  .749138 lx= 10.69808 if=  57 il=  72 4/3/2020   n=  15 now=   18180 end=      44270      7428     34590 U=    17.83 T=   82.3 p1= 143.5 p2=    41.1 ed=   124 5/25/2020   x1=  57. x2=  72. y1=  1.42 y2=   .58     
GP: Confirmed Israel 4/3/2020         72   18180    44270    7428    34590     2   124 5/25/2020 
AAA2     1 Israel Confirmed cc1=  .999073 cc2=  .740874 lx= 10.89808 if=  58 il=  72 4/3/2020   n=  14 now=   18180 end=      54072      7428     34590 U=    19.13 T=   85.1 p1= 197.4 p2=    33.6 ed=   130 5/31/2020   x1=  58. x2=  72. y1=  1.42 y2=   .69     
GP: Confirmed Israel 4/3/2020         72   18180    54072    7428    34590     2   130 5/31/2020 
AAA2     1 Israel Confirmed cc1=  .999440 cc2=  .732178 lx= 11.65808 if=  59 il=  72 4/3/2020   n=  13 now=   18180 end=     115621      7428     34590 U=    25.31 T=   97.6 p1= 536.0 p2=    15.7 ed=   157 6/27/2020   x1=  59. x2=  72. y1=  1.52 y2=  1.01     
GP: Confirmed Israel 4/3/2020         72   18180    -        7428    34590     2   157 6/27/2020 
AAA2     1 Israel Confirmed cc1=  .999406 cc2=  .722056 lx= 11.80808 if=  60 il=  72 4/3/2020   n=  12 now=   18180 end=     134333      7428     34590 U=    26.89 T=  100.6 p1= 638.9 p2=    13.5 ed=   164 7/4/2020    x1=  60. x2=  72. y1=  1.51 y2=  1.06     
GP: Confirmed Israel 4/3/2020         72   18180    -        7428    34590     2   164 7/4/2020  
AAA2     1 Israel Confirmed cc1=  .999243 cc2=  .710568 lx= 11.80808 if=  61 il=  72 4/3/2020   n=  11 now=   18180 end=     134333      7428     34590 U=    27.33 T=  101.0 p1= 638.9 p2=    13.5 ed=   165 7/5/2020    x1=  61. x2=  72. y1=  1.47 y2=  1.06     
GP: Confirmed Israel 4/3/2020         72   18180    -        7428    34590     2   165 7/5/2020  
AAA2     1 Israel Confirmed cc1=  .999178 cc2=  .697667 lx= 11.80808 if=  62 il=  72 4/3/2020   n=  10 now=   18180 end=     134333      7428     34590 U=    27.14 T=  100.8 p1= 638.9 p2=    13.5 ed=   164 7/4/2020    x1=  62. x2=  72. y1=  1.43 y2=  1.06     
GP: Confirmed Israel 4/3/2020         72   18180    -        7428    34590     2   164 7/4/2020  
AAA2     1 Israel Confirmed cc1=  .999087 cc2=  .682859 lx= 11.15808 if=  63 il=  72 4/3/2020   n=   9 now=   18180 end=      70127      7428     34590 U=    21.87 T=   89.7 p1= 285.7 p2=    25.9 ed=   141 6/11/2020   x1=  63. x2=  72. y1=  1.22 y2=   .81     
GP: Confirmed Israel 4/3/2020         72   18180    -        7428    34590     2   141 6/11/2020 
AAA2     1 Israel Confirmed cc1=  .999206 cc2=  .665872 lx= 10.47808 if=  64 il=  72 4/3/2020   n=   8 now=   18180 end=      35528      7428     34590 U=    16.01 T=   79.2 p1=  95.4 p2=    51.2 ed=   116 5/17/2020   x1=  64. x2=  72. y1=   .95 y2=   .45     
GP: Confirmed Israel 4/3/2020         72   18180    35528    7428    34590     2   116 5/17/2020 
AAA2     1 Israel Confirmed cc1=  .999198 cc2=  .645645 lx= 10.09808 if=  65 il=  72 4/3/2020   n=   7 now=   18180 end=      24296      7428     34590 U=    12.44 T=   74.1 p1=  33.6 p2=    74.8 ed=   103 5/4/2020    x1=  65. x2=  72. y1=   .73 y2=   .17     
GP: Confirmed Israel 4/3/2020         72   18180    24296    7428    34590     2   103 5/4/2020  
AAA1     1 Israel Confirmed cc1=  .998936 cc2=  .620972 lx= 10.44808 if=  66 il=  72 4/3/2020   n=   6 now=   18180 end=      34478      7428     34590 U=    15.62 T=   78.7 p1=  89.6 p2=    52.7 ed=   115 5/16/2020   x1=  66. x2=  72. y1=   .81 y2=   .43 BEST
AAA2     1 Israel Confirmed cc1=  .998936 cc2=  .620972 lx= 10.44408 if=  66 il=  72 4/3/2020   n=   6 now=   18180 end=      34478      7428     34590 U=    15.62 T=   78.7 p1=  89.6 p2=    52.7 ed=   115 5/16/2020   x1=  66. x2=  72. y1=   .81 y2=   .43 BEST
GP: Confirmed Israel 4/3/2020         72   18180    34478    7428    34590     2   115 5/16/2020 
AAA2     1 Israel Confirmed cc1=  .998321 cc2=  .590072 lx= 10.72808 if=  67 il=  72 4/3/2020   n=   5 now=   18180 end=      45618      7428     34590 U=    18.62 T=   83.1 p1= 150.9 p2=    39.9 ed=   127 5/28/2020   x1=  67. x2=  72. y1=   .86 y2=   .60     
GP: Confirmed Israel 4/3/2020         72   18180    45618    7428    34590     2   127 5/28/2020 
AAA2     1 Israel Confirmed cc1=  .997068 cc2=  .846312 lx= 11.80808 if=  30 il=  73 4/4/2020   n=  43 now=   18180 end=     134333      7851     30560 U=    30.17 T=  104.5 p1= 638.9 p2=    13.5 ed=   175 7/15/2020   x1=  30. x2=  73. y1=  2.47 y2=  1.04     
GP: Confirmed Israel 4/4/2020         73   18180    -        7851    30560     2   175 7/15/2020 
AAA2     1 Israel Confirmed cc1=  .997422 cc2=  .844924 lx= 11.80808 if=  31 il=  73 4/4/2020   n=  42 now=   18180 end=     134333      7851     30560 U=    29.47 T=  103.8 p1= 638.9 p2=    13.5 ed=   173 7/13/2020   x1=  31. x2=  73. y1=  2.47 y2=  1.04     
GP: Confirmed Israel 4/4/2020         73   18180    -        7851    30560     2   173 7/13/2020 
AAA2     1 Israel Confirmed cc1=  .997531 cc2=  .843227 lx= 11.80808 if=  32 il=  73 4/4/2020   n=  41 now=   18180 end=     134333      7851     30560 U=    28.77 T=  103.0 p1= 638.9 p2=    13.5 ed=   170 7/10/2020   x1=  32. x2=  73. y1=  2.47 y2=  1.04     
GP: Confirmed Israel 4/4/2020         73   18180    -        7851    30560     2   170 7/10/2020 
AAA2     1 Israel Confirmed cc1=  .997439 cc2=  .841265 lx= 11.80808 if=  33 il=  73 4/4/2020   n=  40 now=   18180 end=     134333      7851     30560 U=    28.07 T=  102.3 p1= 638.9 p2=    13.5 ed=   168 7/8/2020    x1=  33. x2=  73. y1=  2.47 y2=  1.04     
GP: Confirmed Israel 4/4/2020         73   18180    -        7851    30560     2   168 7/8/2020  
AAA2     1 Israel Confirmed cc1=  .997243 cc2=  .839129 lx= 11.80808 if=  34 il=  73 4/4/2020   n=  39 now=   18180 end=     134333      7851     30560 U=    27.37 T=  101.6 p1= 638.9 p2=    13.5 ed=   166 7/6/2020    x1=  34. x2=  73. y1=  2.47 y2=  1.04     
GP: Confirmed Israel 4/4/2020         73   18180    -        7851    30560     2   166 7/6/2020  
AAA2     1 Israel Confirmed cc1=  .997118 cc2=  .836989 lx= 11.80808 if=  35 il=  73 4/4/2020   n=  38 now=   18180 end=     134333      7851     30560 U=    28.63 T=  102.9 p1= 638.9 p2=    13.5 ed=   170 7/10/2020   x1=  35. x2=  73. y1=  2.37 y2=  1.04     
GP: Confirmed Israel 4/4/2020         73   18180    -        7851    30560     2   170 7/10/2020 
AAA2     1 Israel Confirmed cc1=  .996950 cc2=  .834729 lx= 11.80808 if=  36 il=  73 4/4/2020   n=  37 now=   18180 end=     134333      7851     30560 U=    28.46 T=  102.7 p1= 638.9 p2=    13.5 ed=   169 7/9/2020    x1=  36. x2=  73. y1=  2.34 y2=  1.04     
GP: Confirmed Israel 4/4/2020         73   18180    -        7851    30560     2   169 7/9/2020  
AAA2     1 Israel Confirmed cc1=  .996741 cc2=  .832342 lx= 11.80808 if=  37 il=  73 4/4/2020   n=  36 now=   18180 end=     134333      7851     30560 U=    28.56 T=  102.8 p1= 638.9 p2=    13.5 ed=   170 7/10/2020   x1=  37. x2=  73. y1=  2.30 y2=  1.04     
GP: Confirmed Israel 4/4/2020         73   18180    -        7851    30560     2   170 7/10/2020 
AAA2     1 Israel Confirmed cc1=  .996544 cc2=  .829877 lx= 11.80808 if=  38 il=  73 4/4/2020   n=  35 now=   18180 end=     134333      7851     30560 U=    29.21 T=  103.5 p1= 638.9 p2=    13.5 ed=   172 7/12/2020   x1=  38. x2=  73. y1=  2.24 y2=  1.04     
GP: Confirmed Israel 4/4/2020         73   18180    -        7851    30560     2   172 7/12/2020 
AAA2     1 Israel Confirmed cc1=  .996628 cc2=  .827597 lx= 11.80808 if=  39 il=  73 4/4/2020   n=  34 now=   18180 end=     134333      7851     30560 U=    29.37 T=  103.7 p1= 638.9 p2=    13.5 ed=   172 7/12/2020   x1=  39. x2=  73. y1=  2.20 y2=  1.04     
GP: Confirmed Israel 4/4/2020         73   18180    -        7851    30560     2   172 7/12/2020 
AAA2     1 Israel Confirmed cc1=  .996916 cc2=  .825417 lx= 11.80808 if=  40 il=  73 4/4/2020   n=  33 now=   18180 end=     134333      7851     30560 U=    28.51 T=  102.8 p1= 638.9 p2=    13.5 ed=   170 7/10/2020   x1=  40. x2=  73. y1=  2.20 y2=  1.04     
GP: Confirmed Israel 4/4/2020         73   18180    -        7851    30560     2   170 7/10/2020 
AAA2     1 Israel Confirmed cc1=  .996840 cc2=  .822762 lx= 11.80808 if=  41 il=  73 4/4/2020   n=  32 now=   18180 end=     134333      7851     30560 U=    28.11 T=  102.3 p1= 638.9 p2=    13.5 ed=   168 7/8/2020    x1=  41. x2=  73. y1=  2.18 y2=  1.04     
GP: Confirmed Israel 4/4/2020         73   18180    -        7851    30560     2   168 7/8/2020  
AAA2     1 Israel Confirmed cc1=  .996639 cc2=  .819862 lx= 11.80808 if=  42 il=  73 4/4/2020   n=  31 now=   18180 end=     134333      7851     30560 U=    27.89 T=  102.1 p1= 638.9 p2=    13.5 ed=   167 7/7/2020    x1=  42. x2=  73. y1=  2.16 y2=  1.04     
GP: Confirmed Israel 4/4/2020         73   18180    -        7851    30560     2   167 7/7/2020  
AAA2     1 Israel Confirmed cc1=  .996366 cc2=  .816761 lx= 11.80808 if=  43 il=  73 4/4/2020   n=  30 now=   18180 end=     134333      7851     30560 U=    27.93 T=  102.2 p1= 638.9 p2=    13.5 ed=   168 7/8/2020    x1=  43. x2=  73. y1=  2.12 y2=  1.04     
GP: Confirmed Israel 4/4/2020         73   18180    -        7851    30560     2   168 7/8/2020  
AAA2     1 Israel Confirmed cc1=  .996086 cc2=  .813512 lx= 11.80808 if=  44 il=  73 4/4/2020   n=  29 now=   18180 end=     134333      7851     30560 U=    29.08 T=  103.4 p1= 638.9 p2=    13.5 ed=   171 7/11/2020   x1=  44. x2=  73. y1=  2.04 y2=  1.04     
GP: Confirmed Israel 4/4/2020         73   18180    -        7851    30560     2   171 7/11/2020 
AAA2     1 Israel Confirmed cc1=  .996537 cc2=  .810842 lx= 11.80808 if=  45 il=  73 4/4/2020   n=  28 now=   18180 end=     134333      7851     30560 U=    28.65 T=  102.9 p1= 638.9 p2=    13.5 ed=   170 7/10/2020   x1=  45. x2=  73. y1=  2.02 y2=  1.04     
GP: Confirmed Israel 4/4/2020         73   18180    -        7851    30560     2   170 7/10/2020 
AAA2     1 Israel Confirmed cc1=  .996863 cc2=  .807880 lx= 11.80808 if=  46 il=  73 4/4/2020   n=  27 now=   18180 end=     134333      7851     30560 U=    29.01 T=  103.3 p1= 638.9 p2=    13.5 ed=   171 7/11/2020   x1=  46. x2=  73. y1=  1.97 y2=  1.04     
GP: Confirmed Israel 4/4/2020         73   18180    -        7851    30560     2   171 7/11/2020 
AAA2     1 Israel Confirmed cc1=  .997787 cc2=  .805337 lx= 11.80808 if=  47 il=  73 4/4/2020   n=  26 now=   18180 end=     134333      7851     30560 U=    27.93 T=  102.2 p1= 638.9 p2=    13.5 ed=   168 7/8/2020    x1=  47. x2=  73. y1=  1.97 y2=  1.04     
GP: Confirmed Israel 4/4/2020         73   18180    -        7851    30560     2   168 7/8/2020  
AAA2     1 Israel Confirmed cc1=  .998059 cc2=  .801943 lx= 11.80808 if=  48 il=  73 4/4/2020   n=  25 now=   18180 end=     134333      7851     30560 U=    27.73 T=  101.9 p1= 638.9 p2=    13.5 ed=   167 7/7/2020    x1=  48. x2=  73. y1=  1.95 y2=  1.04     
GP: Confirmed Israel 4/4/2020         73   18180    -        7851    30560     2   167 7/7/2020  
AAA2     1 Israel Confirmed cc1=  .998373 cc2=  .798373 lx= 11.51808 if=  49 il=  73 4/4/2020   n=  24 now=   18180 end=     100516      7851     30560 U=    25.03 T=   96.4 p1= 452.9 p2=    18.1 ed=   155 6/25/2020   x1=  49. x2=  73. y1=  1.89 y2=   .94     
GP: Confirmed Israel 4/4/2020         73   18180    -        7851    30560     2   155 6/25/2020 
AAA2     1 Israel Confirmed cc1=  .998343 cc2=  .794219 lx= 11.28808 if=  50 il=  73 4/4/2020   n=  23 now=   18180 end=      79863      7851     30560 U=    23.46 T=   92.7 p1= 339.3 p2=    22.8 ed=   148 6/18/2020   x1=  50. x2=  73. y1=  1.82 y2=   .84     
GP: Confirmed Israel 4/4/2020         73   18180    -        7851    30560     2   148 6/18/2020 
AAA2     1 Israel Confirmed cc1=  .998357 cc2=  .789843 lx= 11.05808 if=  51 il=  73 4/4/2020   n=  22 now=   18180 end=      63454      7851     30560 U=    21.85 T=   89.1 p1= 249.0 p2=    28.7 ed=   140 6/10/2020   x1=  51. x2=  73. y1=  1.74 y2=   .74     
GP: Confirmed Israel 4/4/2020         73   18180    -        7851    30560     2   140 6/10/2020 
AAA2     1 Israel Confirmed cc1=  .998433 cc2=  .785232 lx= 10.84808 if=  52 il=  73 4/4/2020   n=  21 now=   18180 end=      51435      7851     30560 U=    20.25 T=   85.8 p1= 182.9 p2=    35.3 ed=   133 6/3/2020    x1=  52. x2=  73. y1=  1.67 y2=   .63     
GP: Confirmed Israel 4/4/2020         73   18180    51435    7851    30560     2   133 6/3/2020  
AAA2     1 Israel Confirmed cc1=  .998519 cc2=  .780301 lx= 10.64808 if=  53 il=  73 4/4/2020   n=  20 now=   18180 end=      42111      7851     30560 U=    19.10 T=   82.9 p1= 131.6 p2=    43.2 ed=   127 5/28/2020   x1=  53. x2=  73. y1=  1.57 y2=   .52     
GP: Confirmed Israel 4/4/2020         73   18180    42111    7851    30560     2   127 5/28/2020 
AAA2     1 Israel Confirmed cc1=  .999197 cc2=  .775590 lx= 10.41808 if=  54 il=  73 4/4/2020   n=  19 now=   18180 end=      33459      7851     30560 U=    16.67 T=   79.2 p1=  84.0 p2=    54.3 ed=   118 5/19/2020   x1=  54. x2=  73. y1=  1.51 y2=   .37     
GP: Confirmed Israel 4/4/2020         73   18180    33459    7851    30560     2   118 5/19/2020 
AAA1     1 Israel Confirmed cc1=  .999215 cc2=  .769799 lx= 10.32808 if=  55 il=  73 4/4/2020   n=  18 now=   18180 end=      30579      7851     30560 U=    15.61 T=   77.8 p1=  68.2 p2=    59.5 ed=   114 5/15/2020   x1=  55. x2=  73. y1=  1.46 y2=   .31 BEST
AAA2     1 Israel Confirmed cc1=  .999215 cc2=  .769799 lx= 10.32508 if=  55 il=  73 4/4/2020   n=  18 now=   18180 end=      30579      7851     30560 U=    15.61 T=   77.8 p1=  68.2 p2=    59.5 ed=   114 5/15/2020   x1=  55. x2=  73. y1=  1.46 y2=   .31 BEST
GP: Confirmed Israel 4/4/2020         73   18180    30579    7851    30560     2   114 5/15/2020 
AAA1     1 Israel Confirmed cc1=  .999078 cc2=  .763375 lx= 10.33808 if=  56 il=  73 4/4/2020   n=  17 now=   18180 end=      30886      7851     30560 U=    15.44 T=   77.9 p1=  69.9 p2=    58.9 ed=   114 5/15/2020   x1=  56. x2=  73. y1=  1.42 y2=   .31 BEST
AAA2     1 Israel Confirmed cc1=  .999078 cc2=  .763375 lx= 10.33608 if=  56 il=  73 4/4/2020   n=  17 now=   18180 end=      30886      7851     30560 U=    15.44 T=   77.9 p1=  69.9 p2=    58.9 ed=   114 5/15/2020   x1=  56. x2=  73. y1=  1.42 y2=   .31 BEST
GP: Confirmed Israel 4/4/2020         73   18180    30886    7851    30560     2   114 5/15/2020 
AAA2     1 Israel Confirmed cc1=  .999118 cc2=  .756582 lx= 10.50808 if=  57 il=  73 4/4/2020   n=  16 now=   18180 end=      36610      7851     30560 U=    16.98 T=   80.3 p1= 101.4 p2=    49.7 ed=   120 5/21/2020   x1=  57. x2=  73. y1=  1.37 y2=   .43     
GP: Confirmed Israel 4/4/2020         73   18180    36610    7851    30560     2   120 5/21/2020 
AAA2     1 Israel Confirmed cc1=  .999001 cc2=  .749001 lx= 10.61808 if=  58 il=  73 4/4/2020   n=  15 now=   18180 end=      40866      7851     30560 U=    17.72 T=   81.9 p1= 124.8 p2=    44.5 ed=   123 5/24/2020   x1=  58. x2=  73. y1=  1.35 y2=   .50     
GP: Confirmed Israel 4/4/2020         73   18180    40866    7851    30560     2   123 5/24/2020 
AAA2     1 Israel Confirmed cc1=  .999115 cc2=  .740916 lx= 11.01808 if=  59 il=  73 4/4/2020   n=  14 now=   18180 end=      60966      7851     30560 U=    21.36 T=   88.3 p1= 235.3 p2=    29.8 ed=   138 6/8/2020    x1=  59. x2=  73. y1=  1.37 y2=   .72     
GP: Confirmed Israel 4/4/2020         73   18180    -        7851    30560     2   138 6/8/2020  
AAA2     1 Israel Confirmed cc1=  .998940 cc2=  .731679 lx= 11.17808 if=  60 il=  73 4/4/2020   n=  13 now=   18180 end=      71544      7851     30560 U=    22.95 T=   91.2 p1= 293.5 p2=    25.4 ed=   145 6/15/2020   x1=  60. x2=  73. y1=  1.36 y2=   .79     
GP: Confirmed Israel 4/4/2020         73   18180    -        7851    30560     2   145 6/15/2020 
AAA2     1 Israel Confirmed cc1=  .998681 cc2=  .721331 lx= 11.09808 if=  61 il=  73 4/4/2020   n=  12 now=   18180 end=      66044      7851     30560 U=    22.62 T=   90.1 p1= 263.3 p2=    27.5 ed=   143 6/13/2020   x1=  61. x2=  73. y1=  1.29 y2=   .76     
GP: Confirmed Israel 4/4/2020         73   18180    -        7851    30560     2   143 6/13/2020 
AAA2     1 Israel Confirmed cc1=  .998559 cc2=  .709883 lx= 10.65808 if=  62 il=  73 4/4/2020   n=  11 now=   18180 end=      42534      7851     30560 U=    18.78 T=   82.9 p1= 134.0 p2=    42.7 ed=   127 5/28/2020   x1=  62. x2=  73. y1=  1.11 y2=   .52     
GP: Confirmed Israel 4/4/2020         73   18180    42534    7851    30560     2   127 5/28/2020 
AAA2     1 Israel Confirmed cc1=  .998488 cc2=  .696977 lx= 10.25808 if=  63 il=  73 4/4/2020   n=  10 now=   18180 end=      28511      7851     30560 U=    15.22 T=   76.9 p1=  56.8 p2=    63.8 ed=   112 5/13/2020   x1=  63. x2=  73. y1=   .91 y2=   .25     
GP: Confirmed Israel 4/4/2020         73   18180    28511    7851    30560     2   112 5/13/2020 
AAA2     1 Israel Confirmed cc1=  .998643 cc2=  .682415 lx=  9.90808 if=  64 il=  73 4/4/2020   n=   9 now=   18180 end=      20092      7851     30560 U=    11.84 T=   72.3 p1=  10.5 p2=    90.5 ed=   100 5/1/2020    x1=  64. x2=  73. y1=   .70 y2=  -.06     
GP: Confirmed Israel 4/4/2020         73   18180    20092    7851    30560     2   100 5/1/2020  
AAA2     1 Israel Confirmed cc1=  .998671 cc2=  .665338 lx=  9.68808 if=  65 il=  73 4/4/2020   n=   8 now=   18180 end=      16124      7851     30560 U=     9.50 T=   69.9 p1= -11.3 p2=   112.8 ed=    92 4/23/2020   x1=  65. x2=  73. y1=   .51 y2=  -.33     
GP: Confirmed Israel 4/4/2020         73   18180    16124    7851    30560     2    92 4/23/2020 
AAA2     1 Israel Confirmed cc1=  .998111 cc2=  .644558 lx=  9.64808 if=  66 il=  73 4/4/2020   n=   7 now=   18180 end=      15491      7851     30560 U=     9.20 T=   69.4 p1= -14.8 p2=   117.4 ed=    91 4/22/2020   x1=  66. x2=  73. y1=   .37 y2=  -.39     
GP: Confirmed Israel 4/4/2020         73   18180    15491    7851    30560     2    91 4/22/2020 
AAA2     1 Israel Confirmed cc1=  .997444 cc2=  .619479 lx=  9.47808 if=  67 il=  73 4/4/2020   n=   6 now=   18180 end=      13070      7851     30560 U=     7.59 T=   67.9 p1= -28.1 p2=   139.1 ed=    85 4/16/2020   x1=  67. x2=  73. y1=   .12 y2=  -.67     
GP: Confirmed Israel 4/4/2020         73   18180    13070    7851    30560     2    85 4/16/2020 
AAA2     1 Israel Confirmed cc1=  .998919 cc2=  .590671 lx=  9.22808 if=  68 il=  73 4/4/2020   n=   5 now=   18180 end=      10178      7851     30560 U=     4.58 T=   66.8 p1= -44.0 p2=   178.6 ed=    77 4/8/2020    x1=  68. x2=  73. y1=  -.26 y2= -1.35     
GP: Confirmed Israel 4/4/2020         73   18180    10178    7851    30560     2    77 4/8/2020  
AAA2     1 Israel Confirmed cc1=  .997259 cc2=  .848188 lx= 11.80808 if=  30 il=  74 4/5/2020   n=  44 now=   18180 end=     134333      8430     11082 U=    30.34 T=  104.9 p1= 638.9 p2=    13.5 ed=   176 7/16/2020   x1=  30. x2=  74. y1=  2.47 y2=  1.02     
GP: Confirmed Israel 4/5/2020         74   18180    -        8430    11082     2   176 7/16/2020 
AAA2     1 Israel Confirmed cc1=  .997594 cc2=  .846838 lx= 11.80808 if=  31 il=  74 4/5/2020   n=  43 now=   18180 end=     134333      8430     11082 U=    29.65 T=  104.2 p1= 638.9 p2=    13.5 ed=   174 7/14/2020   x1=  31. x2=  74. y1=  2.47 y2=  1.02     
GP: Confirmed Israel 4/5/2020         74   18180    -        8430    11082     2   174 7/14/2020 
AAA2     1 Israel Confirmed cc1=  .997698 cc2=  .845199 lx= 11.80808 if=  32 il=  74 4/5/2020   n=  42 now=   18180 end=     134333      8430     11082 U=    28.96 T=  103.5 p1= 638.9 p2=    13.5 ed=   171 7/11/2020   x1=  32. x2=  74. y1=  2.47 y2=  1.02     
GP: Confirmed Israel 4/5/2020         74   18180    -        8430    11082     2   171 7/11/2020 
AAA2     1 Israel Confirmed cc1=  .997616 cc2=  .843313 lx= 11.80808 if=  33 il=  74 4/5/2020   n=  41 now=   18180 end=     134333      8430     11082 U=    28.27 T=  102.8 p1= 638.9 p2=    13.5 ed=   169 7/9/2020    x1=  33. x2=  74. y1=  2.47 y2=  1.02     
GP: Confirmed Israel 4/5/2020         74   18180    -        8430    11082     2   169 7/9/2020  
AAA2     1 Israel Confirmed cc1=  .997437 cc2=  .841264 lx= 11.80808 if=  34 il=  74 4/5/2020   n=  40 now=   18180 end=     134333      8430     11082 U=    27.58 T=  102.1 p1= 638.9 p2=    13.5 ed=   167 7/7/2020    x1=  34. x2=  74. y1=  2.47 y2=  1.02     
GP: Confirmed Israel 4/5/2020         74   18180    -        8430    11082     2   167 7/7/2020  
AAA2     1 Israel Confirmed cc1=  .997327 cc2=  .839213 lx= 11.80808 if=  35 il=  74 4/5/2020   n=  39 now=   18180 end=     134333      8430     11082 U=    28.83 T=  103.4 p1= 638.9 p2=    13.5 ed=   171 7/11/2020   x1=  35. x2=  74. y1=  2.37 y2=  1.02     
GP: Confirmed Israel 4/5/2020         74   18180    -        8430    11082     2   171 7/11/2020 
AAA2     1 Israel Confirmed cc1=  .997177 cc2=  .837049 lx= 11.80808 if=  36 il=  74 4/5/2020   n=  38 now=   18180 end=     134333      8430     11082 U=    28.67 T=  103.2 p1= 638.9 p2=    13.5 ed=   170 7/10/2020   x1=  36. x2=  74. y1=  2.34 y2=  1.02     
GP: Confirmed Israel 4/5/2020         74   18180    -        8430    11082     2   170 7/10/2020 
AAA2     1 Israel Confirmed cc1=  .996988 cc2=  .834767 lx= 11.80808 if=  37 il=  74 4/5/2020   n=  37 now=   18180 end=     134333      8430     11082 U=    28.77 T=  103.3 p1= 638.9 p2=    13.5 ed=   171 7/11/2020   x1=  37. x2=  74. y1=  2.30 y2=  1.02     
GP: Confirmed Israel 4/5/2020         74   18180    -        8430    11082     2   171 7/11/2020 
AAA2     1 Israel Confirmed cc1=  .996811 cc2=  .832412 lx= 11.80808 if=  38 il=  74 4/5/2020   n=  36 now=   18180 end=     134333      8430     11082 U=    29.42 T=  104.0 p1= 638.9 p2=    13.5 ed=   173 7/13/2020   x1=  38. x2=  74. y1=  2.24 y2=  1.02     
GP: Confirmed Israel 4/5/2020         74   18180    -        8430    11082     2   173 7/13/2020 
AAA2     1 Israel Confirmed cc1=  .996890 cc2=  .830223 lx= 11.80808 if=  39 il=  74 4/5/2020   n=  35 now=   18180 end=     134333      8430     11082 U=    29.59 T=  104.1 p1= 638.9 p2=    13.5 ed=   173 7/13/2020   x1=  39. x2=  74. y1=  2.20 y2=  1.02     
GP: Confirmed Israel 4/5/2020         74   18180    -        8430    11082     2   173 7/13/2020 
AAA2     1 Israel Confirmed cc1=  .997151 cc2=  .828120 lx= 11.80808 if=  40 il=  74 4/5/2020   n=  34 now=   18180 end=     134333      8430     11082 U=    28.74 T=  103.3 p1= 638.9 p2=    13.5 ed=   171 7/11/2020   x1=  40. x2=  74. y1=  2.20 y2=  1.02     
GP: Confirmed Israel 4/5/2020         74   18180    -        8430    11082     2   171 7/11/2020 
AAA2     1 Israel Confirmed cc1=  .997079 cc2=  .825581 lx= 11.80808 if=  41 il=  74 4/5/2020   n=  33 now=   18180 end=     134333      8430     11082 U=    28.36 T=  102.9 p1= 638.9 p2=    13.5 ed=   169 7/9/2020    x1=  41. x2=  74. y1=  2.18 y2=  1.02     
GP: Confirmed Israel 4/5/2020         74   18180    -        8430    11082     2   169 7/9/2020  
